condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
prep,28,28,0,5090919.811,0.905,-0.033,-0.299,-0.301,3309,1917,16,1768,0,33,95,213,39,0.000,3378,0,364.257,11.483,-36.700,48.380,-359.160,0.246,-0.110,2.621,9.254,6.798,12.912,0.000,0.000,1.101,1.080,1,2,0,2,7,255,1188,300,0,0
prep,28,28,0,5090924.811,0.911,-0.025,-0.292,-0.291,3303,2029,23,1862,0,37,109,243,39,0.000,3378,0,355.011,14.296,-170.000,-96.640,-296.300,0.342,-0.696,2.018,12.576,6.798,11.630,0.000,0.000,1.101,1.080,1,2,0,2,7,255,1188,300,0,0
prep,29,29,0,5090929.811,0.916,-0.017,-0.283,-0.285,3315,2144,44,1976,0,40,168,277,39,0.000,3378,0,339.236,12.656,-214.000,-112.940,-237.760,0.369,-0.682,1.342,12.576,1.420,5.874,0.000,0.000,1.101,1.080,1,2,0,2,7,255,1188,300,0,0
prep,29,29,0,5090934.811,0.920,-0.009,-0.275,-0.280,3345,2215,86,1992,0,39,205,303,39,0.000,3378,0,273.676,11.400,-183.300,-106.340,-173.180,0.207,-0.439,0.579,11.400,0.044,0.148,0.000,0.000,1.101,1.080,1,2,0,2,7,255,1188,300,0,0
prep,29,29,0,5090939.811,0.922,-0.007,-0.271,-0.277,3369,2229,105,1795,0,83,261,355,39,0.000,3378,0,152.314,5.998,-74.360,-73.260,-110.920,0.229,0.459,0.278,5.998,0.044,-5.650,0.000,0.000,1.101,1.080,1,2,0,2,7,255,1188,300,0,0
prep,29,29,0,5090944.811,0.923,-0.011,-0.270,-0.273,3320,2287,75,1703,0,237,311,463,39,0.000,3378,0,139.188,5.548,101.360,-43.060,-85.120,0.343,1.165,0.458,-0.136,5.546,-7.388,0.000,0.000,1.101,1.080,1,2,0,2,7,255,1188,300,0,0
prep,77,77,0,5090949.811,0.925,-0.021,-0.269,-0.269,3355,2279,136,1767,0,407,406,581,39,0.000,3378,0,260.406,12.195,242.660,-63.680,-69.800,0.626,0.859,1.104,-0.136,12.194,-7.388,0.000,0.000,1.101,1.080,1,2,0,2,7,255,1188,300,0,0
prep,77,77,0,5090954.811,0.925,-0.032,-0.269,-0.266,3355,2276,219,1799,0,583,544,647,39,0.000,3378,0,254.659,12.689,239.000,-84.440,-24.500,0.593,-0.228,2.200,3.508,12.194,-2.648,0.000,0.000,1.101,1.080,1,2,0,2,7,255,1188,300,0,0
prep,77,77,0,5090959.811,0.924,-0.035,-0.268,-0.270,3351,2295,275,1879,0,745,649,718,39,0.000,3378,0,126.283,14.555,54.120,-44.460,105.080,0.318,-0.557,2.425,13.306,5.900,7.200,0.000,0.000,1.101,1.080,1,2,0,2,7,255,1188,300,0,0
prep,77,77,0,5090964.811,0.923,-0.034,-0.267,-0.276,3353,2299,315,1944,0,887,723,819,39,0.000,3378,0,145.880,13.490,-65.940,-32.740,125.940,-0.210,-0.078,1.546,13.306,2.220,7.200,0.000,0.000,1.101,1.080,1,2,0,2,7,255,1188,300,0,0
prep,77,77,0,5090969.811,0.922,-0.032,-0.263,-0.281,3355,2316,344,1983,0,997,810,857,39,0.000,3378,0,146.164,4.531,-93.100,-69.000,89.080,-0.580,0.231,0.725,4.260,1.544,4.754,0.000,0.000,1.101,1.080,1,2,0,2,7,255,1188,300,0,0
prep,77,77,0,5090974.811,0.922,-0.032,-0.260,-0.284,3384,2311,375,2037,0,1113,859,886,39,0.000,3378,0,98.551,3.092,-36.020,-75.460,52.160,-0.801,0.286,0.467,-3.078,0.290,-0.998,0.000,0.000,1.101,1.080,1,2,0,2,7,255,1188,300,0,0
prep,77,77,0,5090979.811,0.922,-0.034,-0.259,-0.284,3355,2303,416,2015,0,1163,889,907,39,0.000,3378,0,53.374,4.962,42.040,-29.140,15.240,-0.876,0.071,0.570,-4.844,-1.074,-1.296,0.000,0.000,1.101,1.080,2,2,0,2,7,255,1188,300,0,0
prep,77,77,0,5090984.811,0.923,-0.037,-0.260,-0.282,3384,2317,436,2020,0,1215,924,941,39,0.000,3378,0,84.776,5.238,78.600,-0.520,-31.760,-0.635,-0.033,0.829,-4.844,-1.994,-1.296,0.000,0.000,1.101,1.080,2,2,0,2,7,255,1188,300,0,0
