condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,3439,3439,0,190237.827,0.960,-0.112,-0.062,-0.248,0,0,0,0,0,0,0,0,0,0.000,0,0,0.035,0.006,-0.020,-0.020,0.020,-0.001,0.052,1.003,-0.006,0.002,0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,1,7,255,1188,200,0,0
baseline,3439,3439,0,190242.827,0.960,-0.112,-0.062,-0.248,0,0,0,0,0,0,0,0,0,0.000,0,0,0.049,0.006,-0.020,0.040,0.020,-0.001,0.052,1.001,-0.006,0.002,0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,1,7,255,1188,200,0,0
baseline,3473,3473,0,190247.827,0.960,-0.112,-0.062,-0.248,0,0,0,0,0,0,0,0,0,0.000,0,0,0.049,0.006,-0.020,0.040,0.020,0.000,0.051,1.001,-0.006,0.002,-0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,1,7,255,1188,200,0,0
baseline,3473,3473,0,190252.827,0.960,-0.112,-0.062,-0.248,0,0,0,0,0,0,0,0,0,0.000,0,0,0.049,0.006,-0.020,-0.020,-0.040,-0.002,0.052,1.001,-0.006,0.002,-0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,1,7,255,1188,200,0,0
baseline,3473,3473,0,190257.828,0.960,-0.112,-0.062,-0.248,0,0,0,0,0,0,0,0,0,0.000,0,0,0.049,0.003,0.040,-0.020,0.020,-0.001,0.051,1.001,0.002,-0.002,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,1,7,255,1188,200,0,0
baseline,3473,3473,0,190262.827,0.960,-0.112,-0.062,-0.248,0,0,0,0,0,0,0,0,0,0.000,0,0,0.049,0.003,-0.020,0.040,0.020,0.000,0.052,1.003,0.002,-0.002,-0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,1,7,255,1188,200,0,0
baseline,3473,3473,0,190267.827,0.960,-0.112,-0.062,-0.248,0,0,0,0,0,0,0,0,0,0.000,0,0,0.049,0.012,0.040,-0.020,0.020,0.001,0.053,1.002,0.010,0.006,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,1,7,255,1188,200,0,0
baseline,3473,3473,0,190272.827,0.960,-0.112,-0.062,-0.248,0,0,0,0,0,0,0,0,0,0.000,0,0,0.049,0.012,-0.020,0.040,0.020,0.000,0.051,1.001,0.010,0.006,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,1,7,255,1188,200,0,0
baseline,3487,3487,0,190277.827,0.960,-0.112,-0.062,-0.248,0,0,0,0,0,0,0,0,0,0.000,0,0,0.110,0.008,-0.020,0.040,0.100,-0.001,0.052,1.001,0.006,0.006,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,1,7,255,1188,200,0,0
baseline,3487,3487,0,190282.827,0.960,-0.112,-0.062,-0.248,0,0,0,0,0,0,0,0,0,0.000,0,0,0.049,0.000,-0.020,0.040,0.020,-0.001,0.052,1.002,0.000,0.000,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,2,0,1,7,255,1188,200,0,0
