condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
prep,95,95,0,3641268.441,0.529,0.026,0.000,-0.848,37,477,965,2510,1767,0,628,1249,48,1.025,2349,0,25.483,0.569,-17.760,-7.940,-16.460,-0.337,-0.306,0.922,-0.300,-0.484,0.454,0.036,0.044,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,95,95,0,3641273.442,0.529,0.026,0.002,-0.848,11,477,925,2473,1797,0,603,1206,48,1.025,2349,0,31.292,0.569,-19.780,-9.040,-22.500,-0.283,-0.341,0.896,-0.300,-0.484,0.152,0.046,0.054,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,95,95,0,3641278.441,0.530,0.026,0.003,-0.848,19,505,887,2431,1772,0,629,1213,48,1.025,2349,0,25.955,0.145,-16.240,-7.260,-18.900,-0.247,-0.384,0.864,-0.118,0.084,-0.134,0.056,0.066,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,95,95,0,3641283.441,0.530,0.026,0.004,-0.848,7,504,849,2395,1675,0,643,1237,48,1.025,2349,0,19.183,0.376,-12.880,-11.180,-8.780,-0.272,-0.385,0.906,0.128,0.354,-0.134,0.072,0.082,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,95,95,0,3641288.442,0.530,0.026,0.005,-0.848,7,539,798,2313,1757,0,631,1237,48,1.025,2349,0,21.403,0.376,-14.340,-10.880,-11.580,-0.307,-0.291,0.952,0.128,0.354,0.074,0.096,0.106,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,95,95,0,3641293.441,0.530,0.026,0.006,-0.848,0,544,777,2291,1756,0,621,1271,48,1.025,2349,0,23.492,0.622,-17.580,-11.900,-10.060,-0.343,-0.335,1.021,-0.526,-0.332,0.262,0.114,0.126,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,113,113,0,3641298.441,0.530,0.026,0.007,-0.848,0,544,735,2215,1803,0,621,1261,48,1.025,2349,0,33.153,0.802,-26.800,-12.340,-15.120,-0.321,-0.277,0.955,-0.708,-0.376,0.280,0.132,0.144,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,113,113,0,3641303.442,0.530,0.026,0.009,-0.848,0,553,691,2103,1776,0,617,1261,48,1.025,2349,0,32.928,0.647,-26.660,-10.320,-16.340,-0.294,-0.370,0.875,-0.526,-0.376,0.280,0.150,0.162,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,113,113,0,3641308.441,0.530,0.026,0.010,-0.847,0,543,667,2031,1869,0,621,1310,48,1.025,2349,0,29.089,0.174,-21.960,-12.160,-14.700,-0.263,-0.398,0.846,0.172,-0.026,-0.174,0.172,0.186,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,113,113,0,3641313.441,0.530,0.026,0.011,-0.848,0,573,624,1981,1899,0,623,1285,48,1.025,2349,0,26.238,0.512,-20.200,-13.060,-10.480,-0.277,-0.428,0.877,0.400,0.320,-0.174,0.194,0.208,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,130,130,0,3641318.442,0.530,0.026,0.012,-0.848,0,573,618,1889,1852,0,633,1289,48,1.025,2349,0,22.167,0.512,-15.440,-14.480,-6.580,-0.326,-0.413,0.957,0.400,0.320,-0.008,0.220,0.236,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,130,130,0,3641323.441,0.530,0.026,0.014,-0.848,0,542,595,1805,1875,0,638,1319,48,1.025,2349,0,29.702,0.245,-23.500,-16.660,-7.240,-0.356,-0.366,0.967,0.232,-0.080,0.774,0.244,0.260,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,146,146,0,3641328.441,0.530,0.026,0.015,-0.848,0,525,571,1740,1856,0,631,1322,48,1.025,2349,0,31.782,0.528,-24.660,-15.580,-12.620,-0.351,-0.394,0.911,0.232,-0.474,0.774,0.270,0.288,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,146,146,0,3641333.442,0.530,0.026,0.017,-0.848,0,537,552,1684,1876,0,633,1325,48,1.025,2349,0,35.805,0.478,-25.820,-17.520,-17.560,-0.293,-0.372,0.884,0.064,-0.474,0.384,0.298,0.316,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,146,146,0,3641338.441,0.530,0.026,0.018,-0.848,0,568,549,1584,1818,0,631,1307,48,1.025,2349,0,30.827,0.364,-21.720,-17.520,-13.100,-0.273,-0.449,0.866,0.340,-0.130,-0.030,0.330,0.350,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,146,146,0,3641343.441,0.529,0.026,0.019,-0.848,0,551,537,1553,1801,0,627,1327,48,1.025,2349,0,27.174,0.680,-16.900,-21.120,-2.600,-0.344,-0.497,0.924,0.680,-0.026,-0.030,0.362,0.384,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,175,175,0,3641348.442,0.529,0.025,0.021,-0.848,0,507,530,1461,1771,0,634,1319,48,1.025,2349,0,31.847,0.680,-20.440,-24.240,-2.980,-0.405,-0.410,0.924,0.680,-0.026,0.704,0.404,0.428,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,175,175,0,3641353.441,0.529,0.025,0.022,-0.848,0,405,526,1372,1811,0,644,1317,48,1.025,2349,0,36.354,1.088,-20.940,-24.540,-16.760,-0.380,-0.379,0.907,0.558,-0.934,0.704,0.440,0.462,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,175,175,0,3641358.441,0.529,0.024,0.024,-0.848,0,339,532,1339,1832,0,648,1306,48,1.025,2349,0,34.191,1.088,-13.980,-26.800,-15.980,-0.357,-0.545,0.945,0.558,-0.934,0.704,0.480,0.504,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,175,175,0,3641363.442,0.529,0.024,0.025,-0.848,0,334,527,1325,1887,0,657,1335,48,1.025,2349,0,37.238,0.826,-15.500,-33.140,-6.940,-0.359,-0.499,0.989,0.798,-0.214,1.246,0.480,0.504,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,211,211,0,3641368.441,0.528,0.023,0.027,-0.848,0,333,523,1299,1913,0,671,1335,48,1.025,2349,0,43.140,0.826,-24.540,-32.720,-13.720,-0.350,-0.355,0.909,0.798,-0.214,1.246,0.552,0.578,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,211,211,0,3641373.441,0.528,0.022,0.028,-0.848,0,317,519,1211,1967,0,667,1269,48,1.025,2349,0,42.490,0.659,-17.640,-33.820,-18.720,-0.309,-0.423,0.859,0.588,-0.298,0.218,0.586,0.612,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,211,211,0,3641378.442,0.528,0.021,0.030,-0.848,0,325,522,1189,1951,0,667,1240,48,1.025,2349,0,41.432,0.659,-12.140,-37.300,-13.340,-0.269,-0.481,0.909,0.588,-0.298,0.218,0.614,0.644,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,211,211,0,3641383.441,0.528,0.020,0.031,-0.849,0,332,529,1119,1901,0,681,1285,48,1.025,2349,0,42.328,0.588,-15.080,-38.700,-8.160,-0.281,-0.440,0.923,0.588,0.000,0.462,0.642,0.672,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,211,211,0,3641388.441,0.527,0.019,0.033,-0.849,0,327,531,1079,1916,0,685,1199,48,1.025,2349,0,43.429,0.350,-15.620,-39.860,-7.300,-0.311,-0.417,0.903,0.350,0.000,0.462,0.674,0.704,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,211,211,0,3641393.442,0.527,0.018,0.034,-0.849,0,309,531,1031,1973,0,683,1251,48,1.025,2349,0,44.588,0.533,-14.340,-41.080,-9.740,-0.308,-0.419,0.909,0.336,-0.414,0.336,0.706,0.738,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,212,212,0,3641398.441,0.527,0.017,0.036,-0.849,0,289,533,967,1949,0,693,1227,48,1.025,2349,0,47.046,0.542,-16.360,-42.120,-13.100,-0.277,-0.436,0.886,0.350,-0.414,0.284,0.742,0.776,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,212,212,0,3641403.441,0.526,0.015,0.038,-0.849,0,292,542,905,1899,0,718,1189,48,1.025,2349,0,47.176,0.479,-14.700,-43.400,-11.220,-0.264,-0.485,0.853,0.462,-0.126,0.120,0.776,0.810,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,223,223,0,3641408.442,0.526,0.014,0.039,-0.850,0,279,535,850,1885,0,723,1191,48,1.025,2349,0,46.729,0.905,-8.240,-45.720,-5.040,-0.296,-0.484,0.892,0.896,-0.126,0.120,0.814,0.848,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,223,223,0,3641413.441,0.525,0.012,0.040,-0.850,0,262,541,800,1919,0,728,1255,48,1.025,2349,0,48.706,0.910,-5.380,-48.220,-4.260,-0.338,-0.431,0.969,0.896,-0.158,0.400,0.848,0.884,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,243,243,0,3641418.441,0.525,0.011,0.042,-0.850,0,253,549,802,1945,0,737,1229,48,1.025,2349,0,51.702,0.819,-7.760,-50.480,-8.040,-0.355,-0.391,1.018,0.300,-0.762,0.966,0.884,0.920,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,243,243,0,3641423.442,0.524,0.009,0.044,-0.850,0,227,565,757,2003,0,757,1205,48,1.025,2349,0,54.800,1.119,-9.820,-52.800,-10.900,-0.358,-0.355,1.067,-0.158,-1.108,1.276,0.916,0.952,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,243,243,0,3641428.442,0.524,0.007,0.045,-0.851,0,246,559,711,1917,0,771,1179,48,1.025,2349,0,58.865,1.460,-13.360,-56.160,-11.520,-0.361,-0.356,1.104,-0.636,-1.314,1.570,0.942,0.980,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,243,243,0,3641433.441,0.523,0.006,0.047,-0.851,0,248,566,653,1944,0,763,1195,48,1.025,2349,0,64.177,1.581,-19.400,-59.820,-12.800,-0.356,-0.340,1.124,-0.768,-1.382,1.900,0.958,0.998,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,287,287,0,3641438.442,0.522,0.004,0.050,-0.851,0,217,580,659,1990,0,756,1192,48,1.025,2349,0,69.564,1.766,-25.400,-63.000,-15.000,-0.359,-0.313,1.108,-0.990,-1.462,1.900,0.966,1.006,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,287,287,0,3641443.441,0.522,0.002,0.053,-0.851,0,155,578,655,1971,0,765,1177,48,1.025,2349,0,74.084,1.871,-29.120,-66.220,-15.980,-0.363,-0.361,1.094,-0.990,-1.588,1.812,0.972,1.014,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,287,287,0,3641448.441,0.521,0.000,0.055,-0.852,0,201,581,645,1993,0,785,1209,48,1.025,2349,0,78.745,1.720,-31.320,-70.320,-16.580,-0.376,-0.419,1.070,-0.660,-1.588,1.812,0.992,1.034,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,287,287,0,3641453.442,0.520,-0.002,0.058,-0.852,0,211,593,567,2000,0,779,1194,48,1.025,2349,0,83.503,1.589,-34.000,-74.040,-18.300,-0.392,-0.449,1.045,-0.042,-1.588,1.812,1.030,1.072,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,306,306,0,3641458.441,0.520,-0.004,0.062,-0.852,0,204,601,471,1919,0,795,1173,48,1.025,2349,0,87.169,1.673,-34.480,-76.920,-22.200,-0.400,-0.454,1.048,0.370,-1.632,1.820,1.084,1.130,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,306,306,0,3641463.441,0.519,-0.006,0.065,-0.852,0,227,603,315,1979,0,815,1159,48,1.025,2349,0,91.266,1.812,-33.740,-80.380,-27.020,-0.400,-0.437,1.040,0.370,-1.774,1.772,1.142,1.188,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,306,306,0,3641468.442,0.518,-0.008,0.068,-0.852,0,204,618,213,1912,0,816,1072,48,1.025,2349,0,96.832,1.825,-34.780,-84.960,-30.800,-0.367,-0.482,1.038,0.428,-1.774,1.762,1.198,1.244,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,306,306,0,3641473.441,0.518,-0.011,0.072,-0.852,0,197,616,133,1934,0,845,1080,48,1.025,2349,0,99.042,1.663,-34.840,-87.340,-31.100,-0.375,-0.521,1.032,0.588,-1.556,1.762,1.248,1.294,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,306,306,0,3641478.442,0.517,-0.014,0.075,-0.852,0,145,627,7,1927,0,841,1155,48,1.025,2349,0,102.120,1.677,-30.340,-93.140,-28.860,-0.401,-0.485,1.069,0.626,-1.556,1.876,1.296,1.344,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,306,306,0,3641483.442,0.516,-0.017,0.079,-0.853,0,155,635,0,1965,0,828,1098,48,1.025,2349,0,105.902,2.147,-26.660,-97.960,-30.140,-0.429,-0.491,1.149,0.626,-2.054,2.076,1.336,1.384,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,306,306,0,3641488.441,0.516,-0.020,0.083,-0.853,0,131,633,0,1949,0,833,1091,48,1.025,2349,0,114.381,2.454,-31.620,-105.040,-32.400,-0.447,-0.460,1.185,0.440,-2.414,2.826,1.376,1.426,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,306,306,0,3641493.441,0.515,-0.023,0.087,-0.853,0,157,640,0,1931,0,856,940,48,1.025,2349,0,121.187,2.845,-33.260,-111.340,-34.400,-0.460,-0.444,1.256,0.136,-2.842,3.008,1.406,1.458,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,306,306,0,3641498.442,0.514,-0.027,0.091,-0.853,0,153,627,0,0,0,859,911,48,1.025,2349,0,129.075,3.214,-30.080,-121.400,-31.900,-0.512,-0.426,1.349,-0.226,-3.206,3.558,1.440,1.492,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,306,306,0,3641503.441,0.512,-0.031,0.095,-0.853,0,153,633,0,0,0,875,927,48,1.025,2349,0,139.312,3.984,-29.360,-132.820,-30.080,-0.519,-0.351,1.493,-0.532,-3.948,4.320,1.474,1.528,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,320,320,0,3641508.441,0.511,-0.036,0.099,-0.853,0,0,628,0,0,0,855,905,48,1.025,2349,0,152.375,4.894,-35.340,-144.720,-32.020,-0.511,-0.272,1.686,-1.670,-4.600,5.226,1.514,1.568,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,320,320,0,3641513.441,0.509,-0.040,0.105,-0.853,0,150,635,0,0,0,851,744,48,1.025,2349,0,166.191,5.770,-54.020,-154.300,-29.880,-0.591,-0.313,1.695,-2.454,-5.222,6.516,1.554,1.608,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,339,339,0,3641518.441,0.507,-0.045,0.111,-0.854,0,0,1111,0,0,0,861,703,48,1.025,2349,0,177.587,6.503,-61.460,-164.140,-28.600,-0.706,-0.315,1.658,-2.454,-6.022,6.516,1.596,1.652,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,339,339,0,3641523.441,0.505,-0.050,0.117,-0.854,0,0,1809,0,0,0,862,551,48,1.025,2349,0,186.870,7.648,-54.320,-175.180,-35.800,-0.776,-0.266,1.835,-2.454,-7.244,6.776,1.636,1.692,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,351,351,0,3641528.441,0.502,-0.055,0.124,-0.854,0,0,2100,0,0,0,841,503,48,1.025,2349,0,203.346,8.943,-62.380,-188.840,-42.400,-0.854,-0.237,2.119,-2.548,-8.572,7.726,1.676,1.734,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,351,351,0,3641533.441,0.500,-0.060,0.132,-0.854,0,0,2111,0,0,0,846,315,48,1.025,2349,0,230.329,10.741,-94.120,-204.300,-49.540,-0.918,-0.118,2.230,-3.572,-10.130,9.956,1.712,1.770,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,351,351,0,3641538.441,0.497,-0.066,0.141,-0.853,0,0,2065,0,0,0,836,167,48,1.025,2349,0,252.591,12.410,-114.020,-215.580,-65.780,-0.983,-0.150,2.204,-3.976,-11.756,9.956,1.750,1.810,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,351,351,0,3641543.441,0.495,-0.072,0.151,-0.853,0,0,2035,0,965,0,823,175,48,1.025,2349,0,268.135,13.216,-121.520,-225.960,-77.920,-1.021,-0.180,2.301,-3.976,-12.604,10.196,1.780,1.840,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,385,385,0,3641548.441,0.493,-0.078,0.162,-0.851,0,0,1977,0,841,0,782,71,48,1.025,2349,0,283.991,14.085,-127.260,-237.620,-89.400,-1.008,0.013,2.633,-3.976,-13.512,10.538,1.816,1.876,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,386,386,0,3641553.441,0.491,-0.084,0.174,-0.850,0,0,1901,0,726,0,753,75,48,1.025,2349,0,310.179,16.863,-155.220,-247.440,-104.360,-0.960,0.179,2.967,-6.888,-15.392,12.108,1.844,1.906,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,386,386,0,3641558.441,0.488,-0.089,0.187,-0.848,0,0,1747,0,447,0,743,73,48,1.025,2349,0,340.218,19.654,-197.380,-252.020,-115.220,-0.923,0.251,3.121,-9.804,-17.034,13.700,1.876,1.940,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,386,386,0,3641563.441,0.486,-0.093,0.203,-0.845,0,0,1531,0,617,0,677,37,48,1.025,2349,0,375.813,21.230,-242.620,-258.420,-124.860,-0.981,0.293,3.027,-11.112,-18.090,13.700,1.906,1.972,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,399,399,0,3641568.441,0.483,-0.097,0.219,-0.842,0,0,1425,0,443,0,640,141,48,1.025,2349,0,409.036,22.260,-275.020,-271.560,-133.900,-0.964,0.432,2.881,-11.270,-19.196,12.360,1.940,2.006,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,399,399,0,3641573.441,0.480,-0.101,0.238,-0.838,0,0,1276,0,659,0,593,44,48,1.025,2349,0,437.715,22.180,-296.820,-280.880,-156.840,-0.794,0.200,2.732,-11.112,-19.196,9.678,1.972,2.040,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,399,399,0,3641578.441,0.477,-0.105,0.256,-0.834,0,0,957,0,621,0,593,0,48,1.025,2349,0,447.972,21.103,-306.280,-287.300,-155.980,-0.646,0.202,2.771,-11.432,-17.738,9.216,2.008,2.076,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,399,399,0,3641583.441,0.473,-0.109,0.275,-0.830,0,0,850,0,578,0,552,11,48,1.025,2349,0,469.714,21.103,-339.660,-294.800,-135.480,-0.705,0.323,2.618,-11.432,-17.738,8.988,2.040,2.108,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,399,399,0,3641588.441,0.468,-0.111,0.295,-0.825,0,0,831,0,0,0,519,7,48,1.025,2349,0,486.045,21.462,-356.500,-307.560,-120.640,-0.865,0.244,2.323,-11.432,-18.164,6.152,2.074,2.144,0.846,0.928,3,2,0,1,7,255,1125,200,0,0
prep,399,399,0,3641593.441,0.463,-0.115,0.315,-0.820,0,0,528,0,0,0,473,0,48,1.025,2349,0,477.186,21.116,-337.160,-309.340,-135.420,-0.831,0.338,2.291,-9.948,-18.626,3.236,2.106,2.176,0.846,0.928,4,2,0,1,7,255,1125,200,0,0
prep,417,417,0,3641598.441,0.459,-0.119,0.334,-0.815,0,0,372,0,509,0,439,0,48,1.025,2349,0,475.384,21.328,-333.120,-304.320,-149.700,-0.737,0.345,2.417,-9.948,-18.866,1.834,2.138,2.210,0.846,0.928,4,2,0,1,7,255,1125,200,0,0
prep,417,417,0,3641603.441,0.454,-0.121,0.354,-0.808,0,0,57,263,487,0,377,0,48,1.025,2349,0,501.771,21.938,-375.240,-295.240,-154.280,-0.556,0.713,2.085,-11.196,-18.866,1.630,2.168,2.242,0.846,0.928,4,2,0,1,7,255,1125,200,0,0
prep,417,417,0,3641608.441,0.450,-0.122,0.376,-0.801,0,0,52,637,298,0,293,0,48,1.025,2349,0,536.754,20.687,-426.320,-285.900,-156.900,-0.353,0.942,1.352,-11.970,-16.872,-3.164,2.202,2.276,0.846,0.928,4,2,0,1,7,255,1125,200,0,0
prep,417,417,0,3641613.441,0.446,-0.122,0.398,-0.793,0,0,101,892,288,0,145,0,48,1.025,2349,0,545.133,16.641,-448.360,-259.340,-169.960,0.056,1.129,0.491,-11.970,-11.560,-9.468,2.232,2.308,0.846,0.928,4,2,0,1,7,255,1125,200,0,0
prep,431,431,0,3641618.441,0.441,-0.121,0.418,-0.785,12,0,3,993,147,0,57,0,48,1.025,2349,0,508.260,11.057,-429.320,-244.820,-118.640,0.347,-0.357,-0.854,-10.534,-3.360,-10.568,2.266,2.342,0.846,0.928,4,2,0,1,7,255,1125,200,0,0
prep,431,431,0,3641623.441,0.432,-0.119,0.433,-0.782,55,0,51,1204,182,0,0,0,48,1.025,2349,0,409.062,9.528,-326.600,-246.100,9.960,0.195,-1.210,-2.050,5.478,7.796,-10.568,2.296,2.374,0.846,0.928,4,2,0,1,7,255,1125,200,0,0
prep,450,450,0,3641628.444,0.423,-0.120,0.443,-0.782,103,59,166,1371,187,0,0,0,48,1.025,2349,0,308.084,15.607,-174.380,-241.940,77.280,-0.750,0.069,-1.813,13.520,7.796,-10.568,2.328,2.406,0.846,0.928,4,2,0,1,7,255,1125,200,0,0
prep,450,450,0,3641633.441,0.414,-0.121,0.451,-0.781,61,158,175,1338,209,0,0,0,48,1.025,2349,0,274.026,14.707,-137.520,-229.980,57.340,-0.952,1.070,-1.652,13.520,5.788,-22.262,2.356,2.436,0.846,0.928,4,2,0,1,7,255,1125,200,0,0
prep,450,450,0,3641638.441,0.415,-0.128,0.453,-0.778,22,153,158,1138,203,0,0,0,48,1.025,2349,0,184.881,10.107,24.420,-95.780,-156.240,0.052,-0.038,-1.494,8.286,5.788,-22.262,2.388,2.470,0.846,0.928,4,2,0,1,7,255,1125,200,0,0
