condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
prep,57,57,0,2043944.811,0.972,0.001,-0.223,-0.077,3237,1835,842,2268,0,1263,663,761,21,0.000,1294,1,1.516,0.021,-0.380,0.440,-1.400,-0.375,-0.153,0.919,-0.018,0.010,0.002,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,57,57,0,2043949.811,0.972,0.001,-0.223,-0.077,3255,1819,852,2271,0,1259,661,764,21,0.000,1294,1,1.411,0.047,-0.500,0.320,-1.280,-0.375,-0.149,0.919,-0.016,0.044,0.006,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,57,57,0,2043954.811,0.972,0.002,-0.223,-0.077,3235,1805,843,2253,0,1252,655,761,21,0.000,1294,1,1.467,0.043,-0.400,0.180,-1.400,-0.377,-0.149,0.919,-0.016,0.040,0.016,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,57,57,0,2043959.811,0.972,0.002,-0.223,-0.077,3247,1789,848,2279,0,1267,668,764,21,0.000,1294,1,2.065,0.055,-0.640,0.300,-1.940,-0.378,-0.152,0.917,-0.038,0.040,0.006,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,57,57,0,2043964.811,0.972,0.002,-0.223,-0.077,3235,1799,849,2263,0,1253,662,763,21,0.000,1294,1,1.800,0.055,-0.580,0.120,-1.700,-0.372,-0.147,0.920,-0.038,0.040,0.004,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,58,58,0,2043969.811,0.972,0.002,-0.223,-0.077,3253,1799,850,2260,0,1261,665,773,21,0.000,1294,1,2.046,0.025,-0.640,0.120,-1.940,-0.377,-0.158,0.920,-0.022,0.012,0.004,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,58,58,0,2043974.811,0.972,0.002,-0.222,-0.077,3248,1783,855,2277,0,1265,666,773,21,0.000,1294,1,2.472,0.004,-0.820,0.240,-2.320,-0.372,-0.154,0.918,0.002,0.004,-0.002,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,78,78,0,2043979.811,0.972,0.002,-0.222,-0.077,3245,1799,852,2277,0,1260,667,764,21,0.000,1294,1,1.520,0.004,-0.580,0.120,-1.400,-0.372,-0.148,0.920,0.002,0.004,0.004,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,78,78,0,2043984.811,0.972,0.002,-0.222,-0.077,3242,1799,859,2267,0,1254,669,763,21,0.000,1294,1,2.416,0.004,-0.820,0.240,-2.260,-0.379,-0.157,0.918,0.002,0.004,0.004,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,78,78,0,2043989.811,0.972,0.002,-0.222,-0.077,3245,1802,867,2275,0,1253,661,765,21,0.000,1294,1,1.622,0.068,-0.820,0.000,-1.400,-0.371,-0.146,0.919,0.002,0.068,0.004,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,78,78,0,2043994.812,0.972,0.002,-0.222,-0.077,3239,1797,867,2279,0,1254,665,767,21,0.000,1294,1,2.482,0.057,-1.020,0.120,-2.260,-0.380,-0.160,0.916,-0.046,-0.034,0.012,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,78,78,0,2043999.811,0.972,0.002,-0.222,-0.077,3243,1799,857,2263,0,1257,663,771,21,0.000,1294,1,2.186,0.044,-0.880,-0.060,-2.000,-0.371,-0.150,0.916,0.002,0.044,-0.016,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,78,78,0,2044004.811,0.972,0.002,-0.222,-0.076,3239,1818,860,2276,1,1259,661,759,21,0.000,1294,1,2.683,0.067,-0.580,0.000,-2.620,-0.376,-0.162,0.915,-0.020,-0.064,-0.008,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,94,94,0,2044009.811,0.972,0.002,-0.222,-0.076,3231,1813,871,2257,0,1256,665,758,21,0.000,1294,1,2.158,0.034,-0.400,-0.060,-2.120,-0.368,-0.153,0.918,0.002,0.034,-0.020,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,94,94,0,2044014.811,0.972,0.002,-0.222,-0.076,3247,1803,867,2275,0,1255,666,759,21,0.000,1294,1,2.286,0.024,-0.340,-0.060,-2.260,-0.374,-0.158,0.918,-0.004,-0.024,-0.008,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,94,94,0,2044019.811,0.972,0.002,-0.222,-0.076,3219,1812,869,2260,0,1255,669,755,21,0.000,1294,1,1.296,0.035,-0.400,-0.180,-1.220,-0.372,-0.150,0.921,0.008,0.034,0.010,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,94,94,0,2044024.811,0.972,0.002,-0.222,-0.076,3228,1788,865,2265,0,1253,673,761,21,0.000,1294,1,1.886,0.044,-0.460,-0.180,-1.820,-0.380,-0.150,0.918,-0.004,0.044,0.010,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,94,94,0,2044029.811,0.972,0.002,-0.222,-0.076,3243,1783,872,2251,0,1251,671,748,21,0.000,1294,1,1.888,0.075,-0.580,-0.360,-1.760,-0.377,-0.149,0.919,-0.050,0.056,0.016,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,94,94,0,2044034.811,0.972,0.002,-0.222,-0.076,3212,1765,867,2255,0,1243,667,741,21,0.000,1294,1,3.104,0.070,-0.580,-0.240,-3.040,-0.378,-0.156,0.915,-0.054,0.044,0.016,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,95,95,0,2044039.811,0.972,0.002,-0.222,-0.076,3241,1753,866,2240,0,1243,677,742,21,0.000,1294,1,2.616,0.050,-0.460,-0.620,-2.500,-0.376,-0.155,0.916,-0.050,0.002,-0.012,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,95,95,0,2044044.811,0.972,0.002,-0.222,-0.076,3207,1747,875,2245,0,1241,671,744,21,0.000,1294,1,1.806,0.044,-0.460,-0.860,-1.520,-0.375,-0.152,0.915,-0.044,0.002,-0.016,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,111,111,0,2044049.811,0.972,0.002,-0.222,-0.076,3213,1752,887,2237,0,1243,681,739,21,0.000,1294,1,1.908,0.052,-0.220,-1.340,-1.340,-0.385,-0.146,0.916,-0.044,0.028,-0.016,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,111,111,0,2044054.811,0.972,0.002,-0.222,-0.076,3197,1724,871,2230,0,1241,669,733,21,0.000,1294,1,2.292,0.126,-0.160,-1.460,-1.760,-0.385,-0.150,0.917,-0.122,0.032,0.006,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,125,125,0,2044059.811,0.972,0.002,-0.222,-0.076,3217,1739,877,2235,0,1253,676,739,21,0.000,1294,1,3.743,0.126,-0.040,-1.520,-3.420,-0.381,-0.152,0.917,-0.122,0.032,0.012,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,125,125,0,2044064.811,0.972,0.003,-0.222,-0.075,3207,1725,887,2224,0,1253,677,744,21,0.000,1294,1,4.704,0.085,0.280,-1.640,-4.400,-0.372,-0.156,0.919,-0.082,0.022,0.012,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,141,141,0,2044069.812,0.972,0.003,-0.222,-0.075,3208,1735,889,2219,0,1251,681,732,21,0.000,1294,1,3.692,0.015,0.220,-1.640,-3.300,-0.362,-0.166,0.918,0.014,0.004,0.002,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,141,141,0,2044074.811,0.972,0.003,-0.221,-0.075,3195,1707,895,2211,0,1245,678,733,21,0.000,1294,1,2.525,0.127,0.340,-1.580,-1.940,-0.360,-0.164,0.916,0.116,-0.052,-0.024,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,141,141,0,2044079.811,0.972,0.003,-0.221,-0.075,3191,1736,903,2219,0,1247,683,737,21,0.000,1294,1,2.006,0.127,0.700,-1.640,-0.920,-0.364,-0.162,0.917,0.116,-0.052,-0.032,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,141,141,0,2044084.811,0.972,0.003,-0.221,-0.075,3190,1709,905,2221,0,1247,689,739,21,0.000,1294,1,1.817,0.081,0.880,-1.580,-0.180,-0.370,-0.159,0.918,0.072,-0.038,-0.032,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,158,158,0,2044089.811,0.972,0.003,-0.221,-0.075,3171,1705,905,2213,0,1246,685,744,21,0.000,1294,1,1.885,0.023,0.940,-1.520,-0.600,-0.374,-0.150,0.921,0.020,-0.012,-0.006,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,158,158,0,2044094.811,0.972,0.003,-0.221,-0.075,3171,1673,915,2209,0,1251,687,745,21,0.000,1294,1,2.311,0.049,0.940,-1.400,-1.580,-0.373,-0.153,0.924,-0.010,0.048,0.018,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,176,176,0,2044099.811,0.972,0.003,-0.221,-0.075,3151,1671,911,2190,0,1237,680,733,21,0.000,1294,1,2.231,0.049,0.700,-1.340,-1.640,-0.367,-0.163,0.922,-0.010,0.048,0.026,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,176,176,0,2044104.811,0.972,0.003,-0.221,-0.075,3156,1655,921,2187,4,1255,695,732,21,0.000,1294,1,1.643,0.058,0.640,-1.320,-0.740,-0.364,-0.159,0.918,0.058,-0.006,0.026,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,177,177,0,2044109.811,0.972,0.003,-0.221,-0.075,3150,1652,925,2187,0,1247,698,741,21,0.000,1294,1,1.707,0.058,0.960,-1.400,0.180,-0.364,-0.157,0.917,0.058,-0.006,-0.026,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,177,177,0,2044114.811,0.972,0.003,-0.221,-0.075,3147,1631,930,2166,4,1243,701,733,21,0.000,1294,1,1.989,0.060,1.380,-1.400,0.300,-0.364,-0.164,0.919,0.060,-0.006,-0.026,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,179,179,0,2044119.811,0.972,0.003,-0.221,-0.075,3157,1627,919,2183,38,1249,698,737,21,0.000,1294,1,2.158,0.072,1.620,-1.320,0.540,-0.360,-0.160,0.924,0.072,0.002,-0.014,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,179,179,0,2044124.811,0.972,0.002,-0.220,-0.075,3132,1607,910,2166,40,1239,699,732,21,0.000,1294,1,2.461,0.094,1.620,-1.140,1.460,-0.359,-0.148,0.926,0.094,0.002,0.010,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,189,189,0,2044129.811,0.973,0.002,-0.220,-0.075,3127,1627,896,2149,39,1255,709,749,21,0.000,1294,1,3.032,0.108,1.440,-1.080,2.440,-0.362,-0.154,0.927,0.094,0.054,0.012,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,189,189,0,2044134.811,0.973,0.002,-0.220,-0.076,3117,1611,893,2149,41,1253,700,748,21,0.000,1294,1,3.330,0.097,1.080,-0.960,3.000,-0.367,-0.164,0.921,0.080,0.054,0.018,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,208,208,0,2044139.811,0.973,0.002,-0.220,-0.076,3109,1631,885,2140,49,1245,707,744,21,0.000,1294,1,3.550,0.069,1.440,-1.080,3.060,-0.369,-0.164,0.916,0.038,-0.058,0.018,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,208,208,0,2044144.811,0.973,0.002,-0.220,-0.076,3087,1623,887,2131,41,1240,701,733,21,0.000,1294,1,4.265,0.058,2.420,-1.200,3.300,-0.368,-0.153,0.917,0.000,-0.058,-0.026,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,212,212,0,2044149.811,0.972,0.002,-0.220,-0.076,3079,1626,903,2129,49,1249,710,735,21,0.000,1294,1,5.205,0.026,3.280,-1.260,3.840,-0.369,-0.146,0.922,-0.010,0.024,-0.026,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,212,212,0,2044154.811,0.972,0.002,-0.220,-0.076,3087,1608,935,2121,51,1246,696,751,21,0.000,1294,1,5.273,0.051,2.960,-1.380,4.140,-0.370,-0.151,0.926,-0.010,0.050,0.004,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,243,243,0,2044159.811,0.972,0.002,-0.220,-0.076,3065,1599,933,2116,41,1255,707,757,21,0.000,1294,1,4.942,0.051,2.420,-1.700,3.960,-0.374,-0.163,0.913,-0.012,0.050,0.004,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,243,243,0,2044164.811,0.972,0.002,-0.220,-0.076,3059,1596,937,2085,43,1247,713,739,21,0.000,1294,1,5.066,0.025,3.640,-1.880,2.980,-0.368,-0.152,0.916,-0.012,0.022,-0.032,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,243,243,0,2044169.811,0.972,0.001,-0.220,-0.077,3045,1588,935,2089,47,1250,712,753,21,0.000,1294,1,5.331,0.025,4.180,-1.260,3.060,-0.364,-0.150,0.915,-0.012,0.022,-0.044,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,243,243,0,2044174.811,0.972,0.001,-0.220,-0.077,3047,1560,933,2087,46,1245,710,751,21,0.000,1294,1,5.905,0.024,4.180,-2.000,3.660,-0.365,-0.161,0.923,0.010,0.022,-0.044,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,243,243,0,2044179.811,0.972,0.001,-0.220,-0.077,3035,1586,929,2071,47,1239,701,751,21,0.000,1294,1,5.690,0.052,3.880,-1.080,4.020,-0.360,-0.158,0.927,0.050,-0.014,0.022,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,243,243,0,2044184.811,0.972,0.001,-0.220,-0.077,3037,1559,925,2057,47,1240,699,749,21,0.000,1294,1,5.389,0.095,2.300,-0.720,4.820,-0.362,-0.157,0.931,0.094,-0.014,0.036,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,274,274,0,2044189.811,0.972,0.001,-0.220,-0.077,3003,1577,910,2027,43,1229,686,739,21,0.000,1294,1,4.898,0.095,0.760,-0.420,4.820,-0.366,-0.164,0.917,0.094,-0.014,0.036,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,274,274,0,2044194.811,0.972,0.001,-0.220,-0.077,3011,1565,915,2039,45,1231,692,750,21,0.000,1294,1,4.115,0.100,1.440,-0.340,3.840,-0.370,-0.162,0.904,0.022,-0.098,-0.028,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,274,274,0,2044199.811,0.972,0.001,-0.220,-0.078,3011,1565,909,2037,48,1225,687,748,21,0.000,1294,1,4.037,0.099,2.900,-0.220,2.800,-0.365,-0.159,0.906,-0.010,-0.098,-0.128,0.000,0.000,0.099,0.082,2,2,0,3,7,255,1188,200,0,0
prep,274,274,0,2044204.811,0.972,0.001,-0.220,-0.078,2999,1547,904,2011,49,1224,678,747,21,0.000,1294,0,4.260,0.075,3.380,-0.260,2.580,-0.361,-0.160,0.913,-0.010,-0.074,-0.128,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,274,274,0,2044209.811,0.972,0.001,-0.220,-0.078,3005,1571,887,2002,41,1225,676,733,21,0.000,1294,0,4.096,0.080,3.080,0.000,2.700,-0.360,-0.157,0.932,0.048,-0.064,-0.084,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,275,275,0,2044214.811,0.972,0.001,-0.220,-0.078,2982,1546,884,2011,43,1211,667,727,21,0.000,1294,0,3.315,0.090,1.240,0.900,2.940,-0.362,-0.159,0.926,0.082,-0.036,0.042,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,286,286,0,2044219.812,0.972,0.001,-0.220,-0.078,2989,1556,881,2009,30,1223,662,732,21,0.000,1294,0,3.270,0.090,0.940,0.900,3.000,-0.366,-0.157,0.914,0.082,-0.036,0.042,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,286,286,0,2044224.811,0.972,0.001,-0.220,-0.078,3005,1545,857,1997,35,1205,655,729,21,0.000,1294,0,3.586,0.037,2.040,1.040,2.760,-0.371,-0.152,0.913,0.008,-0.036,-0.058,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,310,310,0,2044229.811,0.972,0.001,-0.220,-0.078,2987,1557,854,1989,33,1205,647,709,21,0.000,1294,0,3.541,0.052,2.760,1.040,1.960,-0.374,-0.151,0.921,-0.050,-0.014,-0.058,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,310,310,0,2044234.811,0.972,0.000,-0.220,-0.078,2971,1531,831,1998,31,1183,637,703,21,0.000,1294,0,3.035,0.050,2.580,1.100,1.160,-0.374,-0.151,0.923,-0.050,0.004,0.022,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,310,310,0,2044239.811,0.972,0.000,-0.220,-0.078,2988,1555,823,1989,35,1179,635,709,21,0.000,1294,0,3.052,0.042,2.700,1.280,0.620,-0.372,-0.154,0.919,-0.042,0.004,0.022,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,310,310,0,2044244.811,0.972,0.000,-0.220,-0.078,2983,1531,817,1987,31,1165,621,684,21,0.000,1294,0,3.582,0.040,3.380,1.100,0.440,-0.370,-0.155,0.918,-0.028,-0.028,0.006,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,311,311,0,2044249.811,0.972,0.000,-0.220,-0.078,2956,1543,797,1959,28,1163,617,681,21,0.000,1294,0,4.361,0.037,4.060,1.580,0.200,-0.363,-0.159,0.918,-0.014,-0.034,-0.014,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,311,311,0,2044254.811,0.972,-0.000,-0.220,-0.078,2944,1525,761,1951,25,1142,597,661,21,0.000,1294,0,5.522,0.086,5.220,1.800,0.000,-0.354,-0.161,0.917,0.060,-0.062,-0.028,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,343,343,0,2044259.811,0.972,-0.000,-0.220,-0.078,2936,1514,742,1941,24,1136,571,639,21,0.000,1294,0,7.558,0.163,7.180,2.340,0.300,-0.350,-0.179,0.908,0.144,-0.076,-0.070,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,343,343,0,2044264.811,0.972,-0.001,-0.220,-0.078,2925,1489,699,1903,25,1125,538,599,21,0.000,1294,0,9.822,0.253,9.380,2.040,2.080,-0.352,-0.171,0.913,0.174,-0.184,-0.098,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,343,343,0,2044269.811,0.972,-0.001,-0.221,-0.078,2911,1489,653,1889,0,1101,507,578,21,0.000,1294,0,11.731,0.253,10.720,2.460,4.080,-0.357,-0.140,0.932,0.174,-0.184,-0.098,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,343,343,0,2044274.811,0.972,-0.001,-0.221,-0.078,2909,1452,628,1879,0,1087,492,571,21,0.000,1294,0,10.663,0.180,9.140,2.840,4.700,-0.370,-0.130,0.937,0.120,0.134,0.046,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
prep,344,344,0,2044279.811,0.972,-0.002,-0.221,-0.078,2889,1455,619,1843,0,1061,466,558,21,0.000,1294,0,8.292,0.134,7.120,3.560,2.320,-0.379,-0.149,0.932,0.000,0.134,0.124,0.000,0.000,0.099,0.082,3,2,0,3,7,255,1188,200,0,0
