condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
prep,15,15,0,1854752.087,0.687,-0.132,-0.053,-0.713,0,0,79,0,649,0,0,3198,51,0.264,1241,0,174.198,3.561,-74.980,33.340,153.660,-0.021,-0.086,0.990,3.350,-1.208,-1.090,0.000,0.000,0.547,0.496,4,2,0,2,7,255,1093,300,0,0
prep,47,47,0,1854757.087,0.683,-0.129,-0.051,-0.717,0,0,77,0,581,0,0,3192,51,0.264,1241,0,166.467,3.565,-73.400,35.060,145.240,-0.021,-0.091,1.023,3.380,-1.132,-0.744,0.000,0.000,0.547,0.496,4,2,0,2,7,255,1093,300,0,0
prep,47,47,0,1854762.087,0.679,-0.126,-0.049,-0.722,0,0,75,0,529,0,0,3204,51,0.264,1241,0,158.050,3.614,-70.040,35.900,137.060,-0.036,-0.090,1.040,3.432,-1.132,-0.412,0.000,0.000,0.547,0.496,4,2,0,2,7,255,1093,300,0,0
prep,63,63,0,1854767.088,0.675,-0.123,-0.047,-0.726,0,0,73,0,475,0,0,3219,51,0.264,1241,0,150.758,3.654,-67.180,35.900,130.100,-0.048,-0.083,1.048,3.432,-1.254,-0.250,0.000,0.000,0.547,0.496,4,2,0,2,7,255,1093,300,0,0
prep,63,63,0,1854772.087,0.671,-0.120,-0.046,-0.730,0,0,75,0,423,0,0,3205,51,0.264,1241,0,143.234,3.585,-63.580,35.300,123.400,-0.042,-0.062,1.055,3.346,-1.286,-0.142,0.000,0.000,0.547,0.496,4,2,0,2,7,255,1093,300,0,0
prep,63,63,0,1854777.087,0.668,-0.118,-0.044,-0.734,0,0,75,0,383,0,0,3210,51,0.264,1241,0,133.436,3.354,-58.760,34.320,114.780,-0.034,-0.037,1.047,3.098,-1.286,0.002,0.000,0.000,0.547,0.496,4,2,0,2,7,255,1093,300,0,0
prep,63,63,0,1854782.087,0.665,-0.115,-0.043,-0.737,0,0,71,0,347,0,0,3207,51,0.264,1241,0,123.816,3.062,-55.460,33.720,105.440,-0.045,-0.025,1.030,2.786,-1.270,0.002,0.000,0.000,0.547,0.496,4,2,0,2,7,255,1093,300,0,0
prep,63,63,0,1854787.087,0.662,-0.113,-0.041,-0.740,0,0,75,0,323,0,0,3219,51,0.264,1241,0,116.482,2.894,-53.740,33.160,97.880,-0.071,-0.013,1.009,2.600,-1.270,-0.124,0.000,0.000,0.547,0.496,4,2,0,2,7,255,1093,300,0,0
prep,63,63,0,1854792.087,0.659,-0.110,-0.040,-0.743,0,0,75,0,295,0,0,3207,51,0.264,1241,0,110.237,2.846,-52.280,32.240,91.540,-0.088,0.001,0.979,2.420,-1.498,-0.312,0.000,0.000,0.547,0.496,4,2,0,2,7,255,1093,300,0,0
prep,79,79,0,1854797.087,0.656,-0.108,-0.039,-0.746,0,0,77,0,280,0,0,3243,51,0.264,1241,0,105.488,2.742,-53.080,32.000,85.360,-0.092,0.021,0.967,2.204,-1.632,-0.574,0.000,0.000,0.547,0.496,4,2,0,2,7,255,1093,300,0,0
