condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
prep,22,22,0,7008482.172,0.718,-0.084,0.072,-0.687,3435,879,1141,3315,1371,1641,1299,1203,59,0.000,4646,1,1.098,0.002,-0.660,0.800,-0.360,0.178,0.447,0.880,0.002,0.000,0.006,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,22,22,0,7008487.173,0.718,-0.084,0.072,-0.687,3415,827,1139,3289,1372,1633,1310,1177,59,0.000,4646,1,1.178,0.016,-0.720,0.860,-0.360,0.175,0.447,0.879,0.016,-0.002,0.006,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,22,22,0,7008492.172,0.718,-0.084,0.072,-0.687,3432,873,1151,3331,1366,1641,1308,1199,59,0.000,4646,1,1.053,0.023,-0.660,0.800,-0.180,0.176,0.446,0.880,0.018,-0.014,0.000,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,22,22,0,7008497.172,0.718,-0.084,0.072,-0.687,3433,909,1147,3320,1367,1630,1307,1209,59,0.000,4646,1,0.924,0.035,-0.540,0.740,-0.120,0.179,0.446,0.880,0.032,-0.014,0.000,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,31,31,0,7008502.173,0.718,-0.084,0.072,-0.687,3437,887,1145,3333,1372,1643,1302,1209,59,0.000,4646,1,0.885,0.033,-0.480,0.680,-0.300,0.179,0.449,0.876,0.032,0.008,0.000,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,31,31,0,7008507.172,0.718,-0.084,0.072,-0.687,3435,902,1136,3321,1369,1635,1305,1211,59,0.000,4646,1,0.940,0.016,-0.540,0.680,-0.360,0.178,0.450,0.877,-0.014,0.008,-0.004,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,63,63,0,7008512.172,0.718,-0.084,0.072,-0.687,3433,903,1141,3323,1357,1643,1301,1209,59,0.000,4646,1,0.995,0.014,-0.540,0.800,-0.240,0.177,0.447,0.879,-0.014,0.002,-0.004,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,63,63,0,7008517.173,0.718,-0.084,0.072,-0.687,3413,895,1146,3303,1367,1635,1305,1209,59,0.000,4646,1,0.857,0.004,-0.360,0.740,-0.240,0.179,0.448,0.877,-0.004,0.002,-0.004,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,63,63,0,7008522.175,0.718,-0.084,0.072,-0.687,3431,901,1147,3311,1368,1641,1315,1203,59,0.000,4646,1,0.854,0.015,-0.420,0.440,-0.600,0.181,0.453,0.877,-0.004,0.014,-0.002,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,63,63,0,7008527.172,0.718,-0.084,0.072,-0.687,3447,907,1145,3325,1361,1632,1292,1209,59,0.000,4646,1,1.316,0.015,-0.780,0.560,-0.900,0.175,0.448,0.885,-0.004,0.014,0.016,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,63,63,0,7008532.172,0.718,-0.084,0.072,-0.687,3435,913,1157,3335,1375,1633,1301,1200,59,0.000,4646,1,1.255,0.047,-0.660,1.040,-0.240,0.171,0.442,0.883,0.034,-0.032,0.016,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,63,63,0,7008537.173,0.718,-0.084,0.072,-0.687,3435,909,1141,3308,1365,1636,1305,1205,59,0.000,4646,1,1.151,0.047,-0.420,1.040,0.260,0.179,0.450,0.875,0.034,-0.032,0.000,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,63,63,0,7008542.172,0.718,-0.084,0.072,-0.687,3444,921,1149,3313,1371,1645,1305,1213,59,0.000,4646,1,1.075,0.035,-0.600,0.300,-0.840,0.182,0.458,0.879,-0.030,0.018,0.000,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,63,63,0,7008547.172,0.718,-0.084,0.072,-0.687,3417,907,1155,3307,1365,1632,1303,1198,59,0.000,4646,1,0.987,0.035,-0.480,0.620,-0.600,0.170,0.445,0.878,-0.030,0.018,-0.022,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,79,79,0,7008552.173,0.718,-0.084,0.072,-0.687,3437,915,1145,3323,1363,1640,1301,1207,59,0.000,4646,1,1.321,0.070,-0.660,0.920,0.680,0.178,0.452,0.869,-0.066,0.022,-0.034,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,79,79,0,7008557.172,0.718,-0.084,0.072,-0.687,3445,920,1149,3325,1363,1632,1305,1208,59,0.000,4646,1,1.471,0.024,-1.260,0.240,-0.720,0.186,0.452,0.882,-0.010,0.022,-0.034,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,79,79,0,7008562.172,0.718,-0.084,0.072,-0.687,3418,907,1144,3279,1363,1645,1307,1204,59,0.000,4646,1,1.096,0.024,-0.480,0.860,-0.480,0.168,0.443,0.886,-0.010,0.022,0.020,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,79,79,0,7008567.173,0.718,-0.084,0.072,-0.687,3448,926,1149,3315,1365,1643,1304,1213,59,0.000,4646,1,1.355,0.017,-0.540,1.040,0.680,0.177,0.455,0.869,-0.010,0.014,0.020,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,95,95,0,7008572.173,0.718,-0.084,0.072,-0.687,3463,918,1155,3321,1366,1647,1309,1209,59,0.000,4646,1,1.618,0.040,-1.580,0.300,-0.180,0.187,0.446,0.882,0.038,0.014,0.020,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,95,95,0,7008577.172,0.718,-0.084,0.072,-0.687,3417,911,1149,3310,1366,1639,1307,1205,59,0.000,4646,1,1.246,0.040,-0.280,1.160,-0.360,0.180,0.437,0.887,0.038,0.014,0.026,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,112,112,0,7008582.173,0.718,-0.084,0.072,-0.687,3446,919,1147,3311,1375,1643,1309,1215,59,0.000,4646,1,1.033,0.040,-0.400,0.740,-0.600,0.176,0.451,0.870,0.038,0.012,0.026,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,112,112,0,7008587.173,0.718,-0.084,0.072,-0.687,3439,907,1143,3315,1367,1630,1309,1213,59,0.000,4646,1,1.298,0.056,-0.780,0.800,-0.660,0.174,0.473,0.870,-0.056,0.002,0.022,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,113,113,0,7008592.172,0.718,-0.083,0.072,-0.687,3439,908,1141,3339,1365,1645,1304,1208,59,0.000,4646,1,1.965,0.056,-1.680,0.920,0.440,0.181,0.415,0.889,-0.056,0.002,-0.054,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
prep,113,113,0,7008597.172,0.718,-0.084,0.072,-0.687,3436,915,1143,3315,1370,1632,1309,1205,59,0.000,4646,1,1.122,0.035,0.080,0.980,-0.540,0.187,0.455,0.896,0.018,0.030,0.022,0.000,0.000,1.059,1.082,2,2,0,3,7,255,910,200,0,0
