condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
prep,24,24,0,5236848.441,-0.446,-0.086,-0.072,-0.888,3277,275,297,4067,749,0,0,901,46,0.956,3506,0,22.667,1.269,-20.060,9.460,-4.680,-0.056,-0.452,0.811,-1.122,0.592,-0.918,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,24,24,0,5236853.441,-0.446,-0.086,-0.071,-0.888,3292,271,257,4061,681,0,1,1053,46,0.956,3506,0,14.421,1.785,-5.920,13.140,0.520,-0.099,-0.390,0.833,-1.158,1.358,-1.268,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,32,32,0,5236858.441,-0.446,-0.086,-0.070,-0.888,3304,274,267,4078,682,0,5,1051,46,0.956,3506,0,2.346,1.785,-1.960,1.180,-0.520,-0.111,-0.367,0.932,-1.158,1.358,-1.268,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,32,32,0,5236863.441,-0.446,-0.086,-0.069,-0.888,3295,288,329,4064,799,0,11,1069,46,0.956,3506,0,6.610,1.785,-5.740,2.700,-1.860,-0.092,-0.489,0.862,-1.158,1.358,-0.736,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,32,32,0,5236868.441,-0.446,-0.086,-0.069,-0.888,3293,283,311,4056,717,0,19,1060,46,0.956,3506,0,3.493,1.532,2.200,-2.300,1.440,-0.067,-0.360,0.860,-1.062,1.104,-0.736,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,32,32,0,5236873.441,-0.446,-0.086,-0.070,-0.888,3290,281,325,4078,687,0,21,1020,46,0.956,3506,0,14.703,1.370,13.240,-4.620,4.420,-0.078,-0.343,0.914,-1.062,0.866,-0.736,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,48,48,0,5236878.441,-0.446,-0.086,-0.070,-0.888,3289,285,293,4052,714,0,26,1033,46,0.956,3506,0,15.577,1.072,14.520,-4.560,3.320,-0.074,-0.325,0.982,-0.776,0.740,-0.642,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,48,48,0,5236883.441,-0.447,-0.086,-0.071,-0.888,3297,281,345,4057,721,0,38,1053,46,0.956,3506,1,14.363,0.725,12.520,-6.700,2.160,-0.057,-0.275,1.000,-0.556,0.466,-0.044,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,70,70,0,5236888.442,-0.446,-0.086,-0.071,-0.888,3305,285,341,4057,731,0,42,1043,46,0.956,3506,1,12.150,0.265,11.480,-3.880,-0.880,-0.041,-0.234,1.017,-0.264,0.024,-0.022,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,70,70,0,5236893.441,-0.447,-0.086,-0.072,-0.888,3285,286,336,4047,739,0,61,1052,46,0.956,3506,1,10.406,0.423,9.040,-4.260,2.900,-0.015,-0.274,1.027,-0.264,-0.330,0.026,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,70,70,0,5236898.442,-0.447,-0.086,-0.073,-0.888,3284,282,328,4047,754,0,79,1104,46,0.956,3506,1,7.866,0.359,6.960,-2.660,2.520,-0.036,-0.212,1.013,-0.030,-0.358,0.026,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,70,70,0,5236903.441,-0.447,-0.086,-0.073,-0.887,3294,291,334,4053,761,34,86,1120,46,0.956,3506,1,9.117,0.481,8.180,-1.760,3.620,-0.030,-0.218,1.038,0.052,-0.478,0.176,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,82,82,0,5236908.441,-0.447,-0.086,-0.074,-0.887,3279,287,293,4021,0,35,119,1110,46,0.956,3506,1,5.464,0.531,5.000,-1.820,1.240,-0.049,-0.195,1.057,0.096,-0.522,0.176,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,82,82,0,5236913.441,-0.447,-0.086,-0.074,-0.887,3277,283,295,4041,0,82,135,1135,46,0.956,3506,1,3.999,0.538,2.080,-1.020,3.260,-0.038,-0.214,1.055,0.132,-0.522,0.306,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,83,83,0,5236918.441,-0.447,-0.086,-0.075,-0.887,3287,283,264,4031,0,57,138,1113,46,0.956,3506,1,2.979,0.606,-1.400,-1.200,2.340,-0.057,-0.196,1.047,0.356,-0.490,0.306,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,83,83,0,5236923.442,-0.447,-0.086,-0.075,-0.887,3269,289,245,4050,0,0,147,1172,46,0.956,3506,1,5.212,0.505,-2.740,-1.080,4.300,-0.058,-0.207,1.039,0.274,-0.424,0.212,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,101,101,0,5236928.441,-0.447,-0.086,-0.075,-0.887,3252,287,224,4000,0,0,144,1135,46,0.956,3506,1,4.911,0.511,-4.760,-1.140,0.400,-0.066,-0.189,1.037,0.362,-0.360,0.164,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,101,101,0,5236933.441,-0.447,-0.086,-0.075,-0.887,3247,286,205,4029,0,0,153,1152,46,0.956,3506,1,6.250,0.452,-5.740,-1.560,1.920,-0.054,-0.209,1.053,0.274,-0.360,0.164,0.000,0.000,0.708,0.855,2,2,0,2,7,255,1125,200,0,0
prep,101,101,0,5236938.441,-0.447,-0.086,-0.075,-0.887,3251,295,181,4009,0,0,163,1145,46,0.984,3506,0,9.816,0.446,-9.760,-1.020,0.220,-0.050,-0.204,1.051,0.264,-0.360,0.260,0.000,0.000,0.749,0.875,2,2,0,2,7,255,1125,200,0,0
prep,101,101,0,5236943.441,-0.447,-0.086,-0.075,-0.887,3224,283,173,4021,0,0,164,1088,46,0.984,3506,0,11.480,0.496,-11.220,-1.560,1.860,-0.055,-0.171,1.070,0.264,-0.420,0.294,0.002,0.004,0.749,0.875,2,2,0,2,7,255,1125,200,0,0
prep,127,127,0,5236948.442,-0.447,-0.087,-0.074,-0.887,3227,291,160,4008,0,0,169,1083,46,0.984,3506,0,15.063,0.595,-15.020,-0.400,1.060,-0.057,-0.197,1.063,0.396,-0.444,0.358,0.008,0.010,0.749,0.875,2,2,0,2,7,255,1125,200,0,0
prep,127,127,0,5236953.441,-0.447,-0.087,-0.074,-0.887,3225,284,155,4013,0,0,185,1111,46,0.984,3506,0,18.688,0.803,-18.480,0.580,-2.720,-0.061,-0.167,1.044,0.578,-0.558,0.358,0.014,0.020,0.749,0.875,2,2,0,2,7,255,1125,200,0,0
