condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
pre_stim,3,3,0,3,4958777.393,-0.993,0.098,0.008,-0.072,0,1718,3189,489,2935,2717,2733,2937,35,0.000,1,3038,1,12.099,0.793,0.750,-7.125,9.750,-0.031,0.152,1.039,-0.258,-0.750,0.867,0.664,0.768,0.415,0.540,2,NULL,NULL,1168.000,2,0,1,7,255,1168,200,0,0
pre_stim,3,3,0,3,4958782.393,-0.993,0.097,0.008,-0.071,0,1543,3255,179,2953,2645,2763,2951,35,0.000,1,3038,1,13.123,0.793,-6.250,-8.375,7.938,-0.051,0.145,1.086,-0.258,-0.750,0.867,0.672,0.776,0.415,0.540,2,NULL,NULL,,2,0,1,7,255,1168,200,0,0
pre_stim,18,18,0,18,4958787.395,-0.993,0.097,0.007,-0.071,0,1325,3263,17,2981,2568,2783,2957,35,0.000,1,3038,1,13.515,0.787,-4.625,-11.563,5.250,-0.047,0.176,1.152,-0.238,-0.750,0.875,0.680,0.786,0.415,0.540,2,NULL,NULL,,2,0,1,7,255,1168,200,0,0
pre_stim,18,18,0,18,4958792.393,-0.993,0.097,0.007,-0.071,0,1111,3254,0,3001,2479,2813,2944,35,0.000,1,3038,1,13.764,0.947,2.063,-11.438,7.375,-0.082,0.074,1.160,-0.332,-0.887,1.445,0.692,0.798,0.415,0.540,2,NULL,NULL,,2,0,1,7,255,1168,200,0,0
pre_stim,47,47,0,47,4958797.393,-0.993,0.096,0.006,-0.071,0,917,3325,0,3018,2335,2837,2941,35,0.000,1,3038,1,21.281,1.202,-10.625,-18.438,0.188,-0.086,0.188,1.367,-0.672,-0.996,1.574,0.706,0.810,0.415,0.540,2,NULL,NULL,,2,0,1,7,255,1168,200,0,0
pre_stim,47,47,0,47,4958802.393,-0.993,0.096,0.005,-0.071,0,693,3349,0,3017,2199,2859,2951,35,0.000,1,3038,0,26.977,1.507,1.188,-25.813,-7.750,-0.109,0.160,1.418,-0.734,-1.316,3.641,0.718,0.824,0.415,0.540,3,NULL,NULL,,2,0,1,7,255,1168,200,0,0
pre_stim,48,48,0,48,4958807.393,-0.993,0.096,0.004,-0.072,0,563,3359,0,3036,2103,2873,2921,35,0.000,1,3038,0,33.648,1.392,4.375,-32.000,-9.438,-0.156,0.207,1.480,-0.973,-0.996,4.086,0.732,0.838,0.415,0.540,3,NULL,NULL,,2,0,1,7,255,1168,200,0,0
pre_stim,48,48,0,48,4958812.393,-0.993,0.096,0.002,-0.073,0,397,3383,0,3049,1920,2887,2889,35,0.000,1,3038,0,47.011,1.671,7.375,-41.750,-20.313,-0.277,0.328,1.563,-1.375,-0.949,4.805,0.748,0.854,0.415,0.540,3,NULL,NULL,,2,0,1,7,255,1168,200,0,0
pre_stim,49,49,0,49,4958817.393,-0.993,0.097,0.000,-0.074,0,126,3401,0,3054,1719,2897,2871,35,0.000,1,3038,0,55.091,2.344,15.000,-51.438,-12.813,-0.289,0.523,1.488,-2.336,0.199,5.527,0.762,0.868,0.415,0.540,3,NULL,NULL,,2,0,1,7,255,1168,200,0,0
pre_stim,49,49,0,49,4958822.393,-0.992,0.098,-0.002,-0.074,0,52,3403,0,3060,1461,2907,2842,35,0.000,1,3038,0,65.617,2.811,24.250,-60.875,-3.438,-0.285,0.422,1.402,-2.430,1.414,5.527,0.776,0.882,0.415,0.540,3,NULL,NULL,,2,0,1,7,255,1168,200,0,0
pre_stim,62,62,0,62,4958827.394,-0.992,0.098,-0.005,-0.074,0,5,3403,0,3076,1249,2907,2781,35,0.000,1,3038,0,70.535,2.731,10.625,-69.313,7.625,-0.129,0.320,1.344,-2.336,1.414,4.484,0.790,0.896,0.415,0.540,3,NULL,NULL,,2,0,1,7,255,1168,200,0,0
pre_stim,62,62,0,62,4958832.393,-0.992,0.098,-0.009,-0.075,0,0,3415,0,3054,995,2931,2731,35,0.000,1,3038,0,77.579,1.885,5.125,-77.375,2.313,-0.152,0.125,1.527,-1.852,0.355,4.484,0.806,0.910,0.415,0.540,3,NULL,NULL,,2,0,1,7,255,1168,200,0,0
