condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,49,49,0,49,22348.298,0.801,0.012,-0.184,0.569,1371,1163,2771,1892,2363,2041,1671,2739,29,0.000,8,1,26.101,0.057,0.500,-25.563,5.250,-0.270,-0.156,1.000,0.047,-0.023,-0.023,0.408,0.030,0.281,0.759,2,NULL,NULL,1017.000,0,0,0,7,255,0,250,0,0
baseline,49,49,0,49,22353.298,0.802,0.012,-0.183,0.569,1261,1131,2787,1833,2389,2041,1699,2749,29,0.000,8,1,20.258,0.497,-3.750,-16.875,10.563,-0.254,-0.164,1.031,0.176,-0.195,0.422,0.408,0.030,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,49,49,0,49,22358.297,0.802,0.013,-0.183,0.568,1165,1115,2787,1767,2408,2027,1736,2771,29,0.000,8,1,28.919,0.747,-11.438,-20.250,17.188,-0.266,-0.129,1.047,0.219,-0.195,0.688,0.410,0.028,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,49,49,0,49,22363.298,0.803,0.014,-0.182,0.568,1063,1099,2805,1679,2427,2023,1767,2766,29,0.000,8,1,35.281,0.873,-18.250,-23.000,19.563,-0.281,-0.121,1.020,0.504,-0.188,0.688,0.410,0.028,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,49,49,0,49,22368.297,0.803,0.015,-0.182,0.567,967,1080,2827,1592,2439,2014,1803,2787,29,0.000,8,1,34.004,0.768,-21.313,-20.375,16.938,-0.281,-0.129,0.984,0.504,0.047,0.578,0.410,0.028,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,49,49,0,49,22373.298,0.804,0.016,-0.181,0.566,859,1049,2831,1511,2454,2003,1832,2797,29,0.000,8,1,35.783,0.534,-17.625,-25.188,18.313,-0.277,-0.117,0.980,0.461,0.109,0.246,0.412,0.028,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,49,49,0,49,22378.298,0.805,0.017,-0.181,0.565,726,1019,2837,1419,2467,1993,1891,2804,29,0.000,8,1,35.178,0.534,-13.375,-27.063,18.063,-0.262,-0.098,1.008,0.461,0.109,0.246,0.412,0.028,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,49,49,0,49,22383.298,0.805,0.018,-0.180,0.565,596,978,2855,1311,2483,1973,1907,2811,29,0.000,8,1,35.696,0.829,-12.063,-27.750,18.938,-0.258,-0.074,1.051,0.742,0.031,0.367,0.414,0.028,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,49,49,0,49,22388.297,0.806,0.019,-0.179,0.564,493,923,2860,1202,2505,1960,1939,2823,29,0.000,8,1,39.978,1.147,-12.875,-32.438,19.500,-0.230,-0.023,1.016,1.086,0.031,0.367,0.414,0.028,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,49,49,0,49,22393.298,0.807,0.020,-0.178,0.563,347,885,2872,1093,2527,1935,1952,2829,29,0.000,8,1,44.679,1.684,-14.938,-35.750,22.250,-0.219,-0.035,1.125,1.512,0.016,0.742,0.416,0.028,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,22398.298,0.807,0.022,-0.177,0.562,201,823,2879,997,2539,1912,1977,2843,29,0.000,8,1,44.802,1.951,-22.438,-31.313,22.875,-0.215,-0.039,1.102,1.625,-0.246,1.051,0.418,0.028,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,22403.298,0.808,0.024,-0.177,0.561,118,767,2895,885,2555,1883,2007,2843,29,0.000,8,1,53.396,2.084,-33.500,-31.188,27.500,-0.207,-0.047,1.125,1.637,-0.254,1.266,0.418,0.030,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,22408.298,0.809,0.025,-0.176,0.560,61,713,2903,777,2573,1848,2029,2862,29,0.000,8,0,59.181,1.966,-37.375,-31.688,33.188,-0.195,-0.031,1.078,1.637,-0.285,1.051,0.420,0.030,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,22413.298,0.810,0.027,-0.175,0.558,7,663,2897,697,2587,1808,2063,2863,29,0.000,8,0,56.888,1.831,-23.938,-37.750,35.188,-0.301,-0.074,1.023,1.637,-0.285,0.770,0.420,0.030,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,22418.298,0.812,0.028,-0.173,0.557,0,597,2910,595,2591,1763,2077,2859,29,0.000,8,0,79.968,1.599,3.813,-57.688,55.250,-0.371,-0.039,1.156,1.238,0.656,0.770,0.422,0.030,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,75,75,0,75,22423.298,0.814,0.029,-0.170,0.554,0,547,2924,507,2613,1691,2093,2871,29,0.000,8,0,94.279,2.462,11.375,-67.875,64.438,-0.449,-0.070,1.289,0.941,1.211,1.926,0.422,0.030,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,22428.297,0.816,0.030,-0.169,0.553,0,457,2926,461,2633,1613,2115,2873,29,0.000,8,0,80.118,3.904,-17.000,-60.813,49.313,-0.477,-0.141,1.332,0.941,1.617,3.426,0.424,0.030,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,22433.298,0.817,0.033,-0.168,0.551,0,348,2919,437,2639,1574,2136,2868,29,0.000,8,0,88.921,4.324,-48.438,-55.438,49.875,-0.531,-0.336,1.379,0.289,1.617,4.000,0.424,0.030,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,22438.298,0.818,0.037,-0.168,0.548,0,307,2936,377,2649,1509,2149,2876,29,0.000,8,0,103.470,4.570,-73.313,-56.500,46.250,-0.527,-0.313,1.254,-1.508,1.617,4.000,0.426,0.030,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,98,98,0,98,22443.298,0.819,0.041,-0.168,0.547,0,233,2939,332,2667,1444,2161,2871,29,0.000,8,0,112.696,4.223,-91.813,-56.188,33.375,-0.449,-0.254,1.051,-1.508,1.547,3.629,0.426,0.030,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,119,119,0,119,22448.298,0.820,0.045,-0.167,0.545,0,153,2934,281,2675,1353,2171,2864,29,0.000,8,0,99.602,2.691,-70.438,-66.250,23.875,-0.469,-0.230,0.836,-1.535,1.672,1.445,0.426,0.030,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,119,119,0,119,22453.298,0.821,0.048,-0.165,0.544,0,115,2935,249,2681,1287,2183,2857,29,0.000,8,0,91.371,2.012,-22.188,-84.563,26.563,-0.395,-0.176,0.945,-1.160,1.633,0.191,0.428,0.028,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,119,119,0,119,22458.297,0.822,0.049,-0.162,0.543,0,73,2939,211,2699,1193,2195,2857,29,0.000,8,0,98.971,2.170,11.500,-93.750,29.563,-0.445,-0.172,1.023,-0.551,2.090,0.191,0.428,0.028,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,119,119,0,119,22463.298,0.824,0.051,-0.157,0.542,0,44,2939,171,2695,1103,2203,2852,29,0.000,8,0,113.564,2.040,21.188,-105.688,35.750,-0.438,-0.176,1.375,-0.551,1.684,1.012,0.430,0.028,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,156,156,0,156,22468.298,0.825,0.053,-0.154,0.541,0,17,2953,128,2700,983,2211,2845,29,0.000,8,0,107.438,4.769,4.938,-102.125,33.000,-0.535,-0.164,1.484,0.133,2.090,4.285,0.430,0.028,0.281,0.759,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,156,156,0,156,22473.298,0.826,0.056,-0.151,0.540,0,6,2953,81,2707,872,2215,2815,29,0.000,8,0,114.959,6.060,-33.875,-107.188,24.063,-0.566,-0.137,1.496,0.199,2.578,5.480,0.432,0.028,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,156,156,0,156,22478.298,0.827,0.061,-0.148,0.540,0,0,2943,43,2713,805,2231,2805,29,0.000,8,0,129.231,6.295,-51.688,-118.438,1.313,-0.555,-0.117,1.340,0.133,3.094,5.480,0.432,0.028,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,156,156,0,156,22483.298,0.827,0.065,-0.145,0.540,0,0,2941,0,2713,731,2235,2775,29,0.000,8,0,114.715,5.051,-53.313,-101.063,-10.188,-0.402,-0.172,1.281,0.090,3.094,3.992,0.432,0.028,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,156,156,0,156,22488.297,0.827,0.069,-0.143,0.540,0,0,2953,0,2719,617,2235,2743,29,0.000,8,0,107.145,3.824,-42.875,-98.063,-5.063,-0.352,-0.102,1.090,0.090,2.000,3.258,0.434,0.028,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,156,156,0,156,22493.298,0.827,0.073,-0.139,0.539,0,0,2933,0,2711,531,2253,2711,29,0.000,8,0,143.757,3.532,-42.313,-137.188,-7.438,-0.418,-0.133,1.254,0.230,2.000,2.902,0.434,0.028,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,156,156,0,156,22498.298,0.827,0.078,-0.135,0.539,0,0,2937,0,2707,457,2247,2677,29,0.000,8,0,139.837,3.757,-29.688,-136.563,-4.875,-0.453,-0.273,1.219,0.230,2.422,2.863,0.434,0.026,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,156,156,0,156,22503.298,0.828,0.081,-0.131,0.539,0,0,2918,0,2699,389,2248,2645,29,0.000,8,0,138.313,4.039,-17.250,-137.125,-5.438,-0.508,-0.371,1.270,-1.242,2.520,2.902,0.436,0.026,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,179,179,0,179,22508.298,0.828,0.085,-0.126,0.539,0,0,2910,0,2698,313,2258,2584,29,0.000,8,0,133.159,4.970,-5.563,-133.000,-3.375,-0.535,-0.375,1.270,-2.242,2.652,3.555,0.436,0.026,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,179,179,0,179,22513.298,0.828,0.089,-0.121,0.540,0,0,2901,0,2671,251,2255,2515,29,0.000,8,0,159.667,5.183,-11.563,-158.938,-9.938,-0.641,-0.141,1.430,-2.242,3.020,3.566,0.436,0.026,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,179,179,0,179,22518.298,0.828,0.094,-0.115,0.540,0,0,2891,0,2657,163,2253,2451,29,0.000,8,0,170.349,6.906,-12.938,-167.688,-27.063,-0.605,-0.063,1.563,-0.504,5.043,4.691,0.436,0.026,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,179,179,0,179,22523.298,0.828,0.098,-0.109,0.541,0,0,2873,0,2637,121,2257,2361,29,0.000,8,0,164.872,7.632,-13.313,-159.313,-40.313,-0.516,0.012,1.613,0.535,5.043,5.703,0.438,0.024,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,201,201,0,201,22528.298,0.827,0.103,-0.104,0.543,0,0,2853,0,2601,93,2253,2265,29,0.000,8,0,175.338,7.832,-27.688,-167.438,-44.063,-0.402,0.055,1.629,1.563,4.961,5.855,0.438,0.024,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,201,201,0,201,22533.298,0.826,0.110,-0.098,0.544,0,0,2812,0,2566,43,2258,2141,29,0.000,8,0,201.230,7.836,-51.938,-188.938,-45.813,-0.379,0.090,1.738,2.336,4.594,5.902,0.438,0.022,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,201,201,0,201,22538.298,0.825,0.116,-0.093,0.545,0,0,2779,0,2508,11,2251,2005,29,0.000,8,0,202.513,7.720,-61.188,-188.938,-39.625,-0.332,0.047,1.645,2.504,4.363,5.855,0.438,0.022,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,201,201,0,201,22543.298,0.825,0.124,-0.087,0.545,0,0,2742,0,2453,1,2237,1889,29,0.000,8,0,212.001,7.781,-74.438,-195.438,-34.750,-0.293,0.086,1.574,2.863,4.266,5.844,0.438,0.022,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,201,201,0,201,22548.298,0.824,0.132,-0.081,0.545,0,0,2669,0,2391,0,2235,1754,29,0.000,8,0,228.422,7.166,-81.813,-211.313,-28.813,-0.289,0.160,1.492,2.863,4.266,4.996,0.438,0.022,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,201,201,0,201,22553.298,0.823,0.140,-0.075,0.545,0,0,2591,0,2312,0,2223,1593,29,0.000,8,0,242.173,7.173,-82.938,-226.375,-22.875,-0.301,0.234,1.547,3.352,4.734,4.219,0.438,0.020,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,255,255,0,255,22558.297,0.822,0.149,-0.068,0.545,0,0,2488,0,2233,0,2207,1477,29,0.000,8,0,244.477,7.868,-78.313,-231.063,-15.688,-0.297,0.254,1.531,4.031,5.477,3.957,0.440,0.020,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,255,255,0,255,22563.298,0.822,0.158,-0.061,0.544,0,0,2336,0,2143,0,2187,1299,29,0.000,8,0,260.084,8.268,-81.125,-246.438,-18.188,-0.301,0.246,1.613,4.129,5.789,4.219,0.440,0.020,0.281,0.759,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
