condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,39,39,0,39,86708.469,-0.923,-0.035,-0.110,0.368,3195,333,2199,3109,2494,2239,2424,2630,23,0.139,1,4,1,4.957,0.188,4.750,0.938,1.063,0.180,-0.121,0.973,-0.129,0.137,-0.055,0.018,0.020,0.105,0.348,2,NULL,NULL,1190.000,0,0,0,7,255,0,250,0,0
baseline,39,39,0,39,86713.438,-0.923,-0.035,-0.110,0.368,3190,341,2189,3104,2491,2257,2415,2619,23,0.139,1,4,1,4.748,0.182,4.500,1.188,0.938,0.184,-0.125,0.973,-0.129,0.129,-0.055,0.018,0.020,0.105,0.348,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,40,40,0,40,86718.459,-0.923,-0.035,-0.110,0.368,3207,341,2169,3112,2461,2227,2392,2601,23,0.139,1,4,1,4.563,0.182,4.313,1.250,0.813,0.180,-0.121,0.973,-0.129,0.129,-0.055,0.018,0.020,0.105,0.348,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,40,40,0,40,86723.441,-0.923,-0.035,-0.110,0.368,3193,344,2187,3117,2485,2247,2407,2612,23,0.139,1,4,1,4.365,0.169,4.063,1.375,0.813,0.180,-0.125,0.973,-0.117,0.121,-0.039,0.016,0.022,0.105,0.348,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,41,41,0,41,86728.475,-0.923,-0.034,-0.110,0.368,3199,339,2172,3121,2481,2246,2407,2628,23,0.139,1,4,1,4.051,0.182,3.688,1.500,0.750,0.180,-0.121,0.973,-0.125,0.133,-0.047,0.016,0.022,0.105,0.348,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,41,41,0,41,86733.439,-0.923,-0.034,-0.110,0.368,3204,340,2163,3126,2487,2248,2403,2623,23,0.139,1,4,1,3.842,0.171,3.438,1.688,0.313,0.180,-0.121,0.973,-0.121,0.121,-0.039,0.016,0.022,0.105,0.348,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,56,56,0,56,86738.469,-0.923,-0.034,-0.110,0.368,3209,337,2167,3117,2485,2251,2395,2629,23,0.139,1,4,1,3.626,0.174,3.125,1.813,0.313,0.176,-0.121,0.977,-0.125,0.121,-0.031,0.016,0.022,0.105,0.348,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,56,56,0,56,86743.476,-0.923,-0.034,-0.109,0.368,3207,336,2154,3125,2476,2248,2390,2617,23,0.139,1,4,1,3.501,0.163,3.000,1.750,0.438,0.180,-0.125,0.977,-0.121,0.109,-0.027,0.016,0.024,0.105,0.348,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,57,57,0,57,86748.475,-0.923,-0.034,-0.109,0.368,3223,337,2148,3131,2473,2257,2388,2627,23,0.139,1,4,1,3.573,0.142,3.000,1.875,0.500,0.180,-0.125,0.977,-0.113,0.086,-0.004,0.016,0.024,0.105,0.348,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,57,57,0,57,86753.477,-0.923,-0.034,-0.109,0.368,3209,337,2138,3135,2469,2255,2388,2619,23,0.139,1,4,1,3.385,0.142,2.813,1.875,0.188,0.180,-0.117,0.980,-0.113,0.086,0.000,0.016,0.024,0.105,0.348,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
