condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,3759,3759,0,63678.829,0.990,0.060,-0.037,0.126,1105,0,393,1735,3784,742,429,623,0,0.000,1,0,1.272,0.004,0.540,-0.340,1.100,-0.057,-0.129,0.995,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
baseline,3759,3759,0,63683.829,0.990,0.060,-0.037,0.126,1103,0,393,1737,3785,741,431,623,0,0.000,1,0,1.213,0.007,0.480,-0.400,1.040,-0.059,-0.128,0.994,0.004,0.006,0.008,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
baseline,3759,3759,0,63688.829,0.990,0.060,-0.037,0.126,1111,0,392,1735,3789,741,427,623,0,0.000,1,0,1.238,0.008,0.540,-0.400,1.040,-0.059,-0.127,0.994,-0.002,0.008,0.008,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
baseline,3759,3759,0,63693.829,0.990,0.060,-0.037,0.126,1103,0,391,1735,3789,743,427,622,0,0.000,1,0,1.075,0.008,0.480,-0.280,0.920,-0.058,-0.128,0.994,-0.002,0.008,0.006,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
baseline,3759,3759,0,63698.829,0.990,0.060,-0.037,0.126,1113,0,389,1724,3787,745,428,621,0,0.000,1,0,1.092,0.006,0.480,-0.340,0.920,-0.057,-0.128,0.994,0.000,0.006,0.006,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
baseline,3759,3759,0,63703.830,0.990,0.060,-0.037,0.126,1107,0,380,1725,3773,739,429,629,0,0.000,1,0,0.852,0.010,0.360,-0.280,0.720,-0.058,-0.127,0.995,0.008,0.006,0.006,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
baseline,3775,3775,0,63708.829,0.990,0.060,-0.037,0.126,1103,0,389,1731,3801,732,424,619,0,0.000,1,0,0.758,0.018,0.300,-0.220,0.660,-0.059,-0.127,0.994,0.008,0.016,0.006,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
baseline,3775,3775,0,63713.829,0.990,0.060,-0.037,0.126,1105,0,381,1723,3783,740,431,627,0,0.000,1,0,0.683,0.017,0.240,-0.220,0.600,-0.058,-0.128,0.995,0.006,0.016,0.010,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
baseline,3775,3775,0,63718.829,0.990,0.060,-0.037,0.126,1107,0,387,1723,3789,743,427,629,0,0.000,1,0,0.647,0.006,0.180,-0.160,0.600,-0.059,-0.129,0.995,-0.002,0.006,0.010,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
baseline,3775,3775,0,63723.829,0.990,0.060,-0.037,0.126,1094,0,377,1709,3775,733,421,615,0,0.000,1,0,0.522,0.006,0.180,-0.100,0.480,-0.059,-0.127,0.994,-0.002,0.006,0.010,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
baseline,3775,3775,0,63728.829,0.990,0.060,-0.037,0.126,1105,0,389,1731,3793,736,423,623,0,0.000,1,0,0.510,0.016,0.240,-0.160,0.420,-0.058,-0.126,0.993,-0.002,0.016,0.000,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
baseline,3775,3775,0,63733.829,0.990,0.060,-0.037,0.126,1099,0,375,1711,3787,741,422,619,0,0.000,1,0,0.465,0.018,0.120,-0.160,0.420,-0.058,-0.127,0.995,0.008,0.016,0.000,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
baseline,3775,3775,0,63738.829,0.990,0.060,-0.037,0.126,1101,0,379,1721,3773,740,431,628,0,0.000,1,0,0.374,0.020,-0.020,-0.100,0.360,-0.058,-0.126,0.995,0.008,0.018,0.014,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
baseline,3791,3791,0,63743.829,0.990,0.060,-0.037,0.126,1088,0,376,1720,3799,735,424,615,0,0.000,1,0,0.267,0.021,0.060,-0.100,0.240,-0.060,-0.125,0.994,0.006,0.020,0.014,0.000,0.000,0.000,0.000,0,0,0,0,7,255,0,250,0,0
