condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,44,44,0,44,113382.745,-0.893,-0.086,-0.080,0.435,0,0,3053,153,3171,155,3145,2983,46,0.955,1,18,0,97.271,1.489,-4.813,-96.563,10.688,-0.215,-0.035,1.188,-1.063,-1.043,2.211,0.104,0.124,1.105,1.223,3,NULL,NULL,1120.000,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,113387.745,-0.892,-0.084,-0.084,0.435,0,0,3047,148,3148,147,3140,2969,46,0.955,1,18,0,104.864,1.467,-8.438,-104.500,2.250,-0.238,-0.047,1.227,-1.031,-1.043,2.211,0.108,0.132,1.105,1.223,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,113392.744,-0.892,-0.083,-0.089,0.435,0,0,3051,152,3183,132,3157,2963,46,0.955,1,18,0,112.011,1.648,-10.688,-111.500,0.313,-0.277,-0.051,1.258,-1.031,-1.285,2.355,0.114,0.142,1.105,1.223,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,113397.745,-0.892,-0.081,-0.093,0.434,0,0,3032,133,3177,120,3157,2953,46,0.955,1,18,0,118.894,2.111,-8.125,-118.563,3.563,-0.309,-0.078,1.273,-1.305,-1.660,2.668,0.122,0.154,1.105,1.223,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,113402.744,-0.892,-0.079,-0.098,0.434,0,0,3015,118,3179,100,3153,2935,46,0.955,1,18,0,126.835,2.510,-8.375,-126.375,6.813,-0.305,-0.109,1.297,-1.305,-2.145,2.793,0.130,0.166,1.105,1.223,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,113407.745,-0.892,-0.077,-0.104,0.434,0,0,2997,115,3175,87,3160,2924,46,0.955,1,18,0,135.319,2.713,-9.625,-134.938,3.250,-0.305,-0.137,1.383,-1.215,-2.426,3.000,0.140,0.182,1.105,1.223,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,113412.744,-0.892,-0.075,-0.109,0.433,0,0,2997,105,3181,67,3175,2905,46,0.955,1,18,0,140.124,2.903,-5.688,-140.000,1.500,-0.414,-0.133,1.484,-1.215,-2.637,3.832,0.152,0.196,1.105,1.223,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,44,44,0,44,113417.745,-0.891,-0.072,-0.115,0.433,0,0,2973,103,3175,45,3175,2877,46,0.955,1,18,0,153.015,3.758,9.438,-152.688,3.313,-0.352,-0.180,1.594,-1.359,-3.504,4.797,0.164,0.214,1.105,1.223,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,73,73,0,73,113422.744,-0.891,-0.068,-0.121,0.432,0,0,2955,97,3173,26,3173,2847,46,0.955,1,18,0,170.199,3.813,11.500,-169.750,-4.500,-0.387,-0.250,1.492,-1.359,-3.563,4.816,0.180,0.234,1.105,1.223,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,73,73,0,73,113427.745,-0.891,-0.064,-0.128,0.431,0,0,2932,91,3173,19,3185,2809,46,0.955,1,18,0,179.749,4.517,18.813,-178.563,-8.438,-0.320,-0.375,1.563,-1.094,-4.383,5.520,0.198,0.256,1.105,1.223,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
