condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,57,57,0,57,807356.441,0.908,0.020,0.158,-0.388,0,0,0,0,0,0,0,169,46,0.947,1,46,0,324.088,3.886,134.375,288.750,-60.000,0.207,-0.129,1.730,-3.852,-0.520,6.539,2.946,3.080,1.127,1.254,0,NULL,NULL,1186.000,0,0,0,7,255,0,250,0,0
baseline,57,57,0,57,807361.442,0.911,0.020,0.145,-0.386,0,0,0,0,0,0,0,169,46,0.947,1,46,0,317.511,3.316,120.938,287.063,-61.500,0.238,-0.145,1.730,-3.297,-0.352,6.969,2.954,3.088,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,57,57,0,57,807366.441,0.914,0.020,0.132,-0.384,0,0,0,0,0,0,0,175,46,0.947,1,46,0,311.022,2.605,113.938,283.375,-58.750,0.281,-0.141,1.715,-2.594,-0.242,7.133,2.960,3.096,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,57,57,0,57,807371.443,0.917,0.019,0.119,-0.381,0,0,0,0,0,0,0,183,46,0.947,1,46,0,303.367,1.872,109.313,277.813,-53.875,0.297,-0.145,1.660,-1.852,0.273,7.133,2.964,3.100,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,57,57,0,57,807376.441,0.919,0.019,0.106,-0.379,0,0,0,0,0,0,0,180,46,0.947,1,46,0,299.167,1.264,108.313,273.813,-52.875,0.277,-0.121,1.605,-1.152,0.520,6.730,2.966,3.102,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,57,57,0,57,807381.443,0.921,0.019,0.093,-0.377,0,0,0,0,0,0,0,181,46,0.947,1,46,0,299.082,1.174,117.625,269.438,-54.938,0.301,-0.094,1.676,-0.938,0.707,6.730,2.964,3.102,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,57,57,0,57,807386.441,0.923,0.018,0.081,-0.375,0,0,0,0,0,0,0,181,46,0.947,1,46,0,294.023,1.386,121.250,262.688,-52.375,0.359,-0.125,1.738,-0.715,1.188,6.840,2.958,3.098,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,57,57,0,57,807391.443,0.925,0.017,0.069,-0.373,0,0,0,0,0,0,0,185,46,0.947,1,46,0,290.038,1.474,117.375,260.375,-50.500,0.363,-0.105,1.742,0.199,1.461,7.535,2.950,3.090,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,57,57,0,57,807396.441,0.927,0.016,0.057,-0.371,0,0,0,0,0,0,0,188,46,0.947,1,46,0,290.240,1.830,124.875,257.188,-50.000,0.410,-0.105,1.809,0.496,1.762,7.539,2.936,3.078,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,57,57,0,57,807401.443,0.928,0.014,0.045,-0.368,0,0,0,0,0,0,0,187,46,0.947,1,46,0,286.297,2.504,123.813,254.188,-45.000,0.461,-0.117,1.789,1.184,2.207,8.027,2.914,3.056,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,57,57,0,57,807406.441,0.930,0.013,0.033,-0.366,0,0,0,0,0,0,0,183,46,0.947,1,46,0,288.425,3.295,128.125,254.500,-44.750,0.527,-0.059,1.816,2.047,2.582,8.207,2.886,3.028,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,57,57,0,57,807411.443,0.931,0.011,0.020,-0.365,0,0,0,0,0,0,0,179,46,0.947,1,46,0,289.705,4.373,137.438,252.125,-38.375,0.633,-0.113,1.836,2.574,3.535,8.207,2.852,2.996,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,91,91,0,91,807416.441,0.932,0.010,0.008,-0.363,0,0,0,0,0,0,0,181,46,0.947,1,46,0,290.686,5.714,139.438,252.875,-33.313,0.746,-0.059,1.871,4.133,3.945,8.371,2.812,2.956,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,91,91,0,91,807421.443,0.932,0.008,-0.005,-0.362,0,0,0,0,0,0,0,181,46,0.947,1,46,0,291.245,7.196,145.875,251.188,-21.188,0.887,-0.074,1.875,5.004,5.172,8.434,2.766,2.910,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,91,91,0,91,807426.441,0.933,0.006,-0.017,-0.361,0,0,0,0,0,0,0,183,46,0.947,1,46,0,293.943,8.978,149.750,252.625,-12.563,1.023,-0.051,1.832,6.594,6.094,8.434,2.714,2.860,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,91,91,0,91,807431.443,0.932,0.003,-0.030,-0.360,0,0,0,0,0,0,0,185,46,0.947,1,46,0,300.244,10.698,165.875,250.188,6.188,1.109,-0.094,1.867,7.898,7.215,7.801,2.660,2.806,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,91,91,0,91,807436.441,0.932,-0.000,-0.043,-0.361,0,0,0,0,0,0,0,187,46,0.947,1,46,0,303.298,11.981,170.875,249.875,18.813,1.160,-0.090,1.855,9.293,7.563,7.758,2.602,2.750,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,91,91,0,91,807441.443,0.931,-0.004,-0.056,-0.361,0,0,0,0,0,0,0,189,46,0.947,1,46,0,309.213,12.591,182.625,246.688,37.500,1.133,-0.145,1.910,10.066,7.563,7.629,2.540,2.690,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,123,123,0,123,807446.441,0.929,-0.007,-0.069,-0.363,0,0,0,0,0,0,0,189,46,0.947,1,46,0,308.513,13.358,179.750,246.188,47.563,1.137,-0.086,1.891,10.715,7.977,7.375,2.476,2.626,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,123,123,0,123,807451.443,0.928,-0.011,-0.082,-0.364,0,0,0,0,0,0,0,191,46,0.947,1,46,0,312.278,13.170,186.750,243.063,59.688,1.082,-0.109,1.957,10.766,7.586,7.535,2.410,2.560,1.127,1.254,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
