condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_speedValid,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_prevStrideVelRaw,L_prevStrideVelZUPT,L_prevStrideDispRaw,L_prevStrideDispZUPT,L_gaitPhase,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
pre_stim,0,0,0,0,1762857.293,-0.175,0.133,-0.107,0.970,2307,495,612,2458,0,1899,21,1113,40,0.000,1,1078,0,4.217,0.116,0.375,3.375,-2.500,0.293,-0.156,0.922,-0.098,0.063,-0.137,0.000,0.000,0.209,0.166,3,NULL,NULL,1167.000,2,0,1,7,255,,300,0,0
pre_stim,0,0,0,0,1762862.292,-0.175,0.133,-0.107,0.970,2299,493,615,2456,0,1897,27,1103,40,0.000,1,1078,0,4.313,0.076,-0.688,2.750,-3.250,0.293,-0.172,0.949,-0.016,0.074,-0.137,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,0,0,0,0,1762867.331,-0.175,0.133,-0.107,0.970,2301,493,618,2461,0,1896,26,1097,40,0.000,1,1078,0,3.272,0.134,-0.500,2.438,-2.125,0.301,-0.168,0.938,-0.016,0.133,-0.055,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,0,0,0,0,1762872.292,-0.175,0.133,-0.107,0.970,2315,505,615,2469,0,1896,28,1097,40,0.000,1,1078,0,4.414,0.141,1.063,3.938,-1.688,0.289,-0.172,0.895,0.000,0.141,-0.055,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,0,0,0,0,1762877.299,-0.175,0.132,-0.107,0.970,2327,501,613,2477,0,1899,38,1096,40,0.000,1,1078,0,5.654,0.277,1.000,4.688,-3.000,0.293,-0.184,0.906,0.000,0.277,-0.305,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,0,0,0,0,1762882.299,-0.175,0.132,-0.107,0.970,2335,493,613,2479,0,1904,40,1083,40,0.000,1,1078,0,4.973,0.281,2.438,3.813,-2.063,0.293,-0.180,0.957,0.047,0.277,-0.305,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,0,0,0,0,1762887.292,-0.175,0.132,-0.107,0.970,2345,493,618,2491,0,1903,46,1082,40,0.000,1,1078,0,7.842,0.223,4.375,4.313,-4.875,0.266,-0.148,0.906,0.121,0.188,-0.305,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,0,0,0,0,1762892.292,-0.176,0.132,-0.106,0.970,2357,492,633,2513,0,1907,45,1081,40,0.000,1,1078,0,11.287,0.169,1.625,4.438,-10.250,0.297,-0.168,0.945,0.121,0.117,0.031,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,6,6,0,6,1762897.292,-0.176,0.132,-0.106,0.970,2364,487,651,2509,0,1901,48,1063,40,0.000,1,1078,0,4.398,0.120,3.375,2.750,-0.625,0.344,-0.172,1.008,0.023,0.117,0.031,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,15,15,0,15,1762902.292,-0.176,0.132,-0.106,0.970,2374,487,649,2517,0,1902,54,1059,40,0.000,1,1078,0,7.604,0.120,4.813,5.875,-0.375,0.258,-0.117,0.887,0.023,0.117,0.031,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,15,15,0,15,1762907.298,-0.176,0.132,-0.106,0.970,2389,487,650,2527,0,1907,59,1052,40,0.000,1,1078,0,9.439,0.167,-0.125,3.688,-8.688,0.289,-0.152,0.996,0.059,-0.156,0.445,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,15,15,0,15,1762912.303,-0.176,0.132,-0.106,0.970,2401,484,651,2573,0,1892,59,1050,40,0.000,1,1078,0,4.843,0.182,4.125,2.500,0.438,0.305,-0.141,0.980,0.059,-0.172,0.340,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,29,29,0,29,1762917.292,-0.177,0.131,-0.106,0.970,2393,477,649,2525,0,1903,57,1041,40,0.000,1,1078,0,8.796,0.193,-0.063,6.125,-6.313,0.254,-0.164,0.887,0.113,-0.156,0.340,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,29,29,0,29,1762922.325,-0.177,0.131,-0.105,0.970,2408,481,649,2534,0,1911,61,1039,40,0.000,1,1078,0,6.527,0.192,3.688,2.000,-5.000,0.320,-0.121,1.008,-0.086,-0.172,0.340,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,59,59,0,59,1762927.334,-0.177,0.131,-0.105,0.970,2415,477,651,2549,0,1904,61,1033,40,0.000,1,1078,0,6.002,0.129,1.875,4.000,-4.063,0.285,-0.141,0.957,0.031,-0.125,0.047,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,59,59,0,59,1762932.292,-0.177,0.131,-0.105,0.970,2407,467,649,2547,0,1909,61,1022,40,0.000,1,1078,0,8.171,0.245,-2.000,4.438,-6.563,0.313,-0.168,0.906,-0.211,-0.125,0.047,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,59,59,0,59,1762937.292,-0.177,0.131,-0.105,0.970,2419,461,643,2551,0,1911,57,1031,40,0.000,1,1078,0,5.216,0.337,4.188,2.875,1.188,0.285,-0.227,0.945,0.031,0.336,0.047,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,59,59,0,59,1762942.298,-0.177,0.131,-0.105,0.970,2420,465,643,2543,0,1904,57,1020,40,0.000,1,1078,0,6.492,0.339,4.250,3.563,-3.375,0.262,-0.113,0.902,0.043,0.336,-0.277,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,60,60,0,60,1762947.292,-0.177,0.131,-0.105,0.970,2439,455,649,2552,0,1927,58,1018,40,0.000,1,1078,0,5.454,0.493,3.563,3.188,-2.625,0.254,-0.219,0.992,0.324,0.371,0.105,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,60,60,0,60,1762952.293,-0.178,0.131,-0.104,0.970,2439,445,636,2551,0,1928,55,1019,40,0.000,1,1078,0,11.740,0.304,5.563,2.375,-10.063,0.289,-0.066,0.844,0.043,-0.301,-0.563,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,87,87,0,87,1762957.299,-0.178,0.131,-0.104,0.970,2431,437,631,2556,0,1931,55,1021,40,0.000,1,1078,0,9.508,0.483,8.625,1.000,-3.875,0.313,-0.219,1.070,0.309,0.371,0.438,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,87,87,0,87,1762962.299,-0.178,0.131,-0.104,0.970,2447,427,623,2571,0,1934,63,1014,40,0.000,1,1078,0,8.232,0.390,-4.750,4.563,-4.938,0.293,-0.254,0.816,0.094,0.379,-1.055,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,87,87,0,87,1762967.294,-0.178,0.131,-0.103,0.970,2453,432,615,2569,0,1917,63,1015,40,0.000,1,1078,0,17.451,0.425,17.188,2.625,-1.500,0.266,-0.164,0.906,0.191,0.379,-0.406,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,87,87,0,87,1762972.295,-0.179,0.131,-0.103,0.970,2447,439,609,2575,0,1942,67,1011,40,0.000,1,1078,0,12.821,0.213,8.375,3.313,-9.125,0.277,-0.051,1.008,0.094,0.191,-0.406,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,89,89,0,89,1762977.292,-0.179,0.131,-0.102,0.970,2459,437,597,2557,0,1939,57,1015,40,0.000,1,1078,0,12.808,0.704,6.188,3.938,-10.500,0.301,-0.078,0.992,-0.133,-0.691,0.336,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,98,98,0,98,1762982.299,-0.179,0.131,-0.102,0.970,2459,429,587,2577,0,1942,59,1006,40,0.000,1,1078,0,7.543,0.744,-1.563,3.250,-6.625,0.336,-0.176,0.945,-0.273,-0.691,0.336,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,98,98,0,98,1762987.293,-0.180,0.130,-0.102,0.970,2467,427,571,2581,0,1935,55,1005,40,0.000,1,1078,0,8.596,0.506,4.750,5.625,-4.438,0.309,-0.203,0.875,-0.273,0.426,0.133,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,98,98,0,98,1762992.294,-0.180,0.130,-0.102,0.970,2477,427,571,2580,0,1948,61,1001,40,0.000,1,1078,0,8.938,0.441,7.500,4.625,-1.500,0.281,-0.145,0.973,-0.113,0.426,0.133,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,104,104,0,104,1762997.292,-0.180,0.130,-0.101,0.970,2489,439,567,2589,0,1958,61,989,40,0.000,1,1078,0,8.794,0.138,3.500,5.250,-6.125,0.273,-0.070,0.957,-0.113,-0.078,-0.090,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,120,120,0,120,1763002.297,-0.180,0.130,-0.101,0.970,2491,441,553,2585,0,1955,46,953,40,0.000,1,1078,0,11.634,0.089,2.625,5.563,-9.875,0.289,-0.145,0.965,0.043,-0.078,0.137,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,120,120,0,120,1763007.292,-0.181,0.130,-0.101,0.970,2504,435,539,2591,0,1959,53,928,40,0.000,1,1078,0,8.170,0.132,2.063,4.500,-6.500,0.316,-0.133,0.941,-0.125,-0.043,-0.016,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,120,120,0,120,1763012.297,-0.181,0.130,-0.101,0.970,2509,436,529,2599,0,1971,56,901,40,0.000,1,1078,0,14.404,0.304,-14.313,1.563,-0.438,0.387,-0.168,1.191,-0.301,-0.043,0.137,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,126,126,0,126,1763017.292,-0.180,0.129,-0.103,0.970,2521,431,522,2601,0,1963,54,871,40,0.000,1,1078,0,43.089,0.301,-38.500,6.250,18.313,0.359,-0.152,0.871,-0.301,0.012,-0.016,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,126,126,0,126,1763022.297,-0.179,0.129,-0.104,0.970,2525,425,502,2613,0,1963,53,844,40,0.000,1,1078,0,17.819,0.550,-3.250,3.063,17.250,0.195,-0.258,0.719,-0.301,0.461,-0.539,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,166,166,0,166,1763027.292,-0.180,0.129,-0.103,0.970,2523,420,476,2603,0,1967,53,828,40,0.000,1,1078,0,16.173,0.880,15.063,5.625,-1.750,0.148,-0.035,0.973,0.750,0.461,-0.539,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,166,166,0,166,1763032.298,-0.180,0.129,-0.102,0.970,2531,419,459,2615,0,1961,43,821,40,0.000,1,1078,0,22.881,1.688,5.500,4.500,-21.750,0.246,0.012,1.121,0.750,-1.512,-0.344,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
pre_stim,167,167,0,167,1763037.292,-0.181,0.128,-0.103,0.970,2535,413,453,2607,0,1963,53,795,40,0.000,1,1078,0,26.632,1.517,-14.500,6.063,-21.500,0.375,-0.215,1.004,0.129,-1.512,0.879,0.000,0.000,0.209,0.166,3,NULL,NULL,,2,0,1,7,255,1167,300,0,0
